Nome;Sede;Campus;Modalidade;Coordenador
MUSICA - PARFOR;PORTEL;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
PRODUCAO CENICA;BELÉM;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;LARISSA LATIF PLACIDO SARE
PRODUCAO MULTIMIDIA;BELÉM;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;SAMIA BATISTA E SILVA
TEATRO;BELÉM;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;EDSON FERNANDO SANTOS DA SILVA
TEATRO - PARFOR;BREVES;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
TEATRO - PARFOR;CAMET?;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
TEATRO - PARFOR;CAPANEMA;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
TEATRO - PARFOR;GURUP?;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
TEATRO - PARFOR;PONTA DE PEDRAS;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
TEATRO - PARFOR;SANTAR?M;ICA - INSTITUTO DE CIENCIAS DA ARTE;Presencial;
BIOMEDICINA;BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;RENATA COELHO RODRIGUES NORONHA
BIOTECNOLOGIA;BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;SIMONE DE AVIZ CARDOSO
CIENCIAS BIOLOGICAS;BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS;ORIXIMIN?;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;
CIENCIAS BIOLOGICAS (EAD);BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;A Dist?cia;JACKSON COSTA PINHEIRO
CIENCIAS BIOLOGICAS - PARFOR;BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;BREVES;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;CAPANEMA;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;CAPIT?O PO?O;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;MARAB?;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;S?O CAETANO DE ODIVELAS;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
CIENCIAS BIOLOGICAS - PARFOR;TUCURU?;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;ROBERTA DE MELO VALENTE
ENGENHARIA DE BIOPROCESSOS;BELÉM;ICB - INSTITUTO DE CIENCIAS BIOLOGICAS;Presencial;SIMONE DE AVIZ CARDOSO
EDUCACAO FISICA;BELÉM;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;FLAVIUS AUGUSTO PINTO CUNHA
ENSINO RELIGIOSO (LIC);BELÉM;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA;BELÉM;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;IZA HELENA TRAVASSOS FERRAZ DE ARAUJO
PEDAGOGIA - PARFOR;BELÉM;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;WILLIAN LAZARETTI DA CONCEICAO
PEDAGOGIA - PARFOR;BENEVIDES;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;MARIA LUDETANA ARAUJO
PEDAGOGIA - PARFOR;BRASIL NOVO;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;BUJARU;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;CACHOEIRA DO ARARI;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;DOM ELISEU;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;M?E DO RIO;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;WILLIAN LAZARETTI DA CONCEICAO
PEDAGOGIA - PARFOR;MELGA?O;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;PACAJ?;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;PONTA DE PEDRAS;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;PORTEL;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;SALIN?POLIS;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;S?O CAETANO DE ODIVELAS;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;S?O F?LIX DO XINGU;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;S?O SEBASTI?O DA BOA VISTA;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;SOURE;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;MARIA LUDETANA ARAUJO
PEDAGOGIA - PARFOR;TAIL?NDIA;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;
PEDAGOGIA - PARFOR;TUCURU?;ICED - INSTITUTO DE CIENCIAS DA EDUCACAO;Presencial;MARIA LUDETANA ARAUJO
CIENCIA DA COMPUTACAO;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;VICTOR HUGO SANTIAGO COSTA PINTO
CIENCIAS NATURAIS;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;FRANCINEY CARVALHO PALHETA
CIENCIAS NATURAIS;CANA? DOS CARAJ?S;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS;ORIXIMIN?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS;PARAUAPEBAS;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - INTENSIVO;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - PARFOR;ABAETETUBA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;WALDOMIRO GOMES PASCHOAL JUNIOR
CIENCIAS NATURAIS - PARFOR;BRAGAN?A;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - PARFOR;ITAITUBA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - PARFOR;M?E DO RIO;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - PARFOR;PONTA DE PEDRAS;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
CIENCIAS NATURAIS - PARFOR;TAIL?NDIA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
ESTATISTICA;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;VINICIUS DUARTE LIMA
FISICA;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JOSE LUIZ MAGALHAES LOPES
FISICA (EAD);BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;A Dist?cia;JOAO FURTADO DE SOUZA
FISICA - PARFOR;ALTAMIRA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JOSE LUIZ MAGALHAES LOPES
FISICA - PARFOR;BRAGAN?A;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;BREVES;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;CAMET?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;CASTANHAL;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;MARAB?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
FISICA - PARFOR;PARAUAPEBAS;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JOAO FURTADO DE SOUZA
MATEMATICA;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;TANIA MADELEINE BEGAZO VALDIVIA
MATEMATICA;CANA? DOS CARAJ?S;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
MATEMATICA;ORIXIMIN?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
MATEMATICA (EAD);BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;A Dist?cia;IRENE CASTRO PEREIRA
MATEMATICA - INTENSIVO;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
MATEMATICA - INTENSIVO;MONTE ALEGRE;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
MATEMATICA - PARFOR;ABAETETUBA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;ACAR?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;ALMEIRIM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;ALTAMIRA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;ANAPU;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;BARCARENA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;BENEVIDES;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;BRAGAN?A;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;BREVES;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;CAMET?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;CAPANEMA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;CAPIT?O PO?O;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;CASTANHAL;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;DOM ELISEU;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;GOIAN?SIA DO PAR?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;IPIXUNA DO PAR?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
MATEMATICA - PARFOR;ITAITUBA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;M?E DO RIO;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;MARAB?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;MELGA?O;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;NOVA ESPERAN?A DO PIRI?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;NOVO PROGRESSO;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;NOVO REPARTIMENTO;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;PACAJ?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;REDEN??O;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;RUR?POLIS;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;TAIL?NDIA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;TUCUM?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR;URUAR?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;JUACI PICANCO DA SILVA
MATEMATICA - PARFOR - GURUP?;GURUP?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
QUIMICA;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA (EAD);BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;A Dist?cia;HERIBERTO RODRIGUES BITENCOURT
QUIMICA INDUSTRIAL;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA - PARFOR;ALTAMIRA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA - PARFOR;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA - PARFOR;BREVES;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA - PARFOR;CAMET?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
QUIMICA - PARFOR;TUCURU?;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;HERIBERTO RODRIGUES BITENCOURT
SISTEMAS DE INFORMACAO;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;REGINALDO CORDEIRO DOS SANTOS FILHO
SISTEMAS DE INFORMACAO;PARAUAPEBAS;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
SISTEMAS DE INFORMACAO;XINGUARA;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
TECNOLOGO EM PROCESSAMENTO DE DADOS;BELÉM;ICEN - INSTITUTO DE CIENCIAS EXATAS E NATURAIS;Presencial;
DIREITO;BELÉM;ICJ - INSTITUTO DE CIENCIAS JURIDICAS;Presencial;MARIA STELA CAMPOS DA SILVA
DIREITO;PARAGOMINAS;ICJ - INSTITUTO DE CIENCIAS JURIDICAS;Presencial;
DIREITO;PARAUAPEBAS;ICJ - INSTITUTO DE CIENCIAS JURIDICAS;Presencial;
MEDICINA;BELÉM;ICM - INSTITUTO DE CIENCIAS MEDICAS;Presencial;AURIMERY GOMES CHERMONT
ENFERMAGEM;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;
ENFERMAGEM;BREVES;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;
ENFERMAGEM;CAMET?;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;
FARMACIA;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;MARIA LUCIA SOUZA SIQUEIRA
FISIOTERAPIA;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;OTAVIO AUGUSTO DE ARAUJO COSTA FOLHA
NUTRICAO;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;PATRICIA MIRANDA MENDES
ODONTOLOGIA;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;LILIANE SILVA DO NASCIMENTO
TERAPIA OCUPACIONAL;BELÉM;ICS - INSTITUTO DE CIENCIAS DA SAUDE;Presencial;OTAVIO AUGUSTO DE ARAUJO COSTA FOLHA
ADMINISTRACAO;AUGUSTO CORR?A;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;BENEDITA MARIA DINIZ DA SILVA
ADMINISTRACAO;BAGRE;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;BENEDITA MARIA DINIZ DA SILVA
ADMINISTRACAO;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;BENEDITA MARIA DINIZ DA SILVA
ADMINISTRACAO;PARAUAPEBAS;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
ADMINISTRACAO;S?O JO?O DE PIRABAS;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;BENEDITA MARIA DINIZ DA SILVA
ADMINISTRACAO;VISEU;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;BENEDITA MARIA DINIZ DA SILVA
ADMINISTRACAO - INTENSIVO;BRAGAN?A;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
ADMINISTRACAO - INTENSIVO;CASTANHAL;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
ADMINISTRACAO PUBLICA (EAD);BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;A Dist?cia;BENEDITA MARIA DINIZ DA SILVA
ARQUIVOLOGIA;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FERNANDO DE ASSIS RODRIGUES
BIBLIOTECONOMIA;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
BIBLIOTECONOMIA (EAD);BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;A Dist?cia;TELMA SOCORRO SILVA SOBRINHO
CIENCIAS CONTABEIS;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FRANCIVALDO DOS SANTOS ALBUQUERQUE
CIENCIAS CONTABEIS;PARAUAPEBAS;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;PEDRO BORGES JUNIOR
CIENCIAS CONTABEIS - INTENSIVO;CAPANEMA;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FRANCIVALDO DOS SANTOS ALBUQUERQUE
CIENCIAS CONTABEIS - INTENSIVO;SOURE;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;PEDRO BORGES JUNIOR
ECONOMIA;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;LEANDRO MORAIS DE ALMEIDA
SERVICO SOCIAL;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;ELEN LUCIA MARCAL DE CARVALHO
SERVICO SOCIAL;CURU??;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;ELEN LUCIA MARCAL DE CARVALHO
SERVICO SOCIAL;GURUP?;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;ELEN LUCIA MARCAL DE CARVALHO
SERVICO SOCIAL;MOCAJUBA;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;ELEN LUCIA MARCAL DE CARVALHO
TURISMO;BELÉM;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FABRICIO LEMOS DE SIQUEIRA MENDES
TURISMO;BRAGAN?A;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FABRICIO LEMOS DE SIQUEIRA MENDES
TURISMO;BREVES;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;FABRICIO LEMOS DE SIQUEIRA MENDES
TURISMO;MOSQUEIRO;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
TURISMO;PORTEL;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
TURISMO;SALIN?POLIS;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
TURISMO;TUCURU?;ICSA - INSTITUTO DE CIENCIAS SOCIAIS APLICADAS;Presencial;
CIENCIAS BIOLOGICAS;BRAGAN?A;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;ALDEMIR BRANCO DE OLIVEIRA FILHO
CIENCIAS NATURAIS;BRAGAN?A;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;PERICLES SENA DO REGO
CIENCIAS NATURAIS;CAPANEMA;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;PERICLES SENA DO REGO
CIENCIAS NATURAIS;SANTA LUZIA DO PAR?;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;PERICLES SENA DO REGO
CIENCIAS NATURAIS - INTENSIVO;BRAGAN?A;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;PERICLES SENA DO REGO
ENGENHARIA DE PESCA;BRAGAN?A;IECOS - INSTITUTO DE ESTUDOS COSTEIROS - BRAGANCA;Presencial;FRANCISCO CARLOS ALBERTO FONTELES HOLANDA
LICENCIATURA INTEGRADA EM CIENCIAS MATEMATICA E LINGUAGENS;MOCAJUBA;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;TALITA CARVALHO SILVA DE ALMEIDA
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS";BELÉM;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;TALITA CARVALHO SILVA DE ALMEIDA
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS";PONTA DE PEDRAS;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;
LICENCIATURA INTEGRADA EM CIENCIAS MATEMATICA E LINGUAGENS(EAD);BELÉM;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;A Dist?cia;
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - INTENSIVO";BRAGAN?A;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;TALITA CARVALHO SILVA DE ALMEIDA
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - INTENSIVO";SOURE;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;TALITA CARVALHO SILVA DE ALMEIDA
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - PARFOR";ABAETETUBA;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - PARFOR";BELÉM;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - PARFOR";BUJARU;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;
"LICENCIATURA INTEGRADA EM CIENCIAS, MATEMATICA E LINGUAGENS - PARFOR";PONTA DE PEDRAS;IEMCI - INSTITUTO DE EDUCACAO MATEMATICA E CIENTIFICA;Presencial;
CIENCIAS SOCIAIS;BELÉM;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;IZABELA DA SILVA JATENE
CIENCIAS SOCIAIS - PARFOR;BELÉM;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;BRAGAN?A;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;CAMET?;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;CAPANEMA;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;COLARES;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;GURUP?;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;M?E DO RIO;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;MARAB?;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;NOVO REPARTIMENTO;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;PACAJ?;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;SANTAR?M;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;SOURE;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
CIENCIAS SOCIAIS - PARFOR;TUCURU?;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;
FILOSOFIA;BELÉM;IFCH - INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS;Presencial;DAMIAO BEZERRA OLIVEIRA
