Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2017;6208;ENGENHARIA DE PRODUÇÃO;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;116406;Educação Presencial;2211001;Teresina;PI;78;74;"64,4581";"3,9315";"42,0446";"3,0105";"3,2408";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;18875;Educação Presencial;3146107;Ouro Preto;MG;59;58;"68,7897";"4,5292";"46,5672";"3,6398";"3,8622";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;61560;Educação Presencial;3136207;João Monlevade;MG;56;50;"63,738";"3,8322";"44,46";"3,3466";"3,468";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;87564;Educação Presencial;3548906;São Carlos;SP;196;188;"69,4505";"4,6204";"55,5282";"4,8868";"4,8202";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Universidade;Pública Federal;96407;Educação Presencial;3552205;Sorocaba;SP;85;81;"63,1";"3,7441";"45,9802";"3,5582";"3,6047";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;21585;Educação Presencial;3171303;Viçosa;MG;56;53;"68,9226";"4,5475";"58,9642";5;"4,8869";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;1112659;Educação Presencial;3155504;Rio Paranaíba;MG;43;43;"61,0953";"3,4676";"50,586";"4,1991";"4,0162";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;61337;Educação Presencial;4106902;Curitiba;PR;144;112;"54,242";"2,522";"39,5848";"2,6682";"2,6317";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;90214;Educação Presencial;4113700;Londrina;PR;28;27;"59,8481";"3,2955";"41,0333";"2,8698";"2,9762";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;100721;Educação Presencial;4127700;Toledo;PR;28;26;"47,1538";"1,544";"32,2731";"1,6508";"1,6241";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;40405;Educação Presencial;4305108;Caxias do Sul;RS;97;85;"51,9847";"2,2105";"41,2482";"2,8997";"2,7274";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;57446;Educação Presencial;4302105;Bento Gonçalves;RS;36;33;"52,4091";"2,2691";"37,8545";"2,4275";"2,3879";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;31419;Educação Presencial;4318705;São Leopoldo;RS;118;101;"58,2653";"3,0771";"42,6307";"3,0921";"3,0883";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Universidade;Privada sem fins lucrativos;51746;Educação Presencial;3303906;Petrópolis;RJ;85;76;"55,875";"2,7473";"34,9184";"2,0189";"2,201";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1109224;Educação Presencial;3134202;Ituiutaba;MG;108;106;"58,9123";"3,1663";"41,1943";"2,8922";"2,9607";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1187681;Educação Presencial;3509502;Campinas;SP;39;38;"57,1711";"2,9261";"38,9368";"2,5781";"2,6651";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;86484;Educação Presencial;4304705;Carazinho;RS;21;19;"59,3789";"3,2307";"38,8053";"2,5597";"2,7275";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1214056;Educação Presencial;4314100;Passo Fundo;RS;19;19;"63,7421";"3,8327";"42,3105";"3,0475";"3,2438";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;64746;Educação Presencial;4314902;Porto Alegre;RS;137;119;"58,0059";"3,0413";"46,8143";"3,6742";"3,516";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Universidade;Privada sem fins lucrativos;62378;Educação Presencial;3550308;São Paulo;SP;173;151;"57,1079";"2,9174";"39,5656";"2,6655";"2,7285";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;45723;Educação Presencial;4313409;Novo Hamburgo;RS;32;31;"60,2161";"3,3462";"43,4968";"3,2126";"3,246";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Universidade;Pública Estadual;82693;Educação Presencial;2913606;Ilhéus;BA;74;68;"60,1912";"3,3428";"38,3676";"2,4989";"2,7098";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;82192;Educação Presencial;4209102;Joinville;SC;56;53;"64,8113";"3,9803";"53,0679";"4,5444";"4,4034";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;1147473;Educação Presencial;4215802;São Bento do Sul;SC;90;87;"55,3862";"2,6798";"39,892";"2,711";"2,7032";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pública Estadual;122962;Educação Presencial;3526902;Limeira;SP;89;85;"65,9847";"4,1422";"49,5859";"4,0599";"4,0805";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3195;Educação Presencial;3518404;Guaratinguetá;SP;47;41;"69,0902";"4,5706";"45,522";"3,4944";"3,7635";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;66747;Educação Presencial;3506003;Bauru;SP;56;54;"71,65";"4,9238";"54,9389";"4,8048";"4,8345";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;82074;Educação Presencial;3522406;Itapeva;SP;40;36;"59,925";"3,3061";"34,9694";"2,026";"2,346";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;21629;Educação Presencial;4115200;Maringá;PR;27;24;"65,1583";"4,0281";"48,9792";"3,9755";"3,9886";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;22005;Educação Presencial;4115200;Maringá;PR;5;4;"42,075";"0,8432";"43,3";"3,1852";"2,5997";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;22006;Educação Presencial;4115200;Maringá;PR;59;54;"62,6037";"3,6757";"44,637";"3,3713";"3,4474";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;22007;Educação Presencial;4115200;Maringá;PR;28;26;"63,5269";"3,803";"43,9038";"3,2692";"3,4027";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;150157;Educação Presencial;4108601;Goioerê;PR;15;12;"61,3917";"3,5084";"41,2417";"2,8988";"3,0512";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;60;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;UNI-FACEF;Centro Universitário;Especial;1202872;Educação Presencial;3516200;Franca;SP;43;43;"57,8047";"3,0135";"37,8023";"2,4202";"2,5685";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;21615;Educação Presencial;4202404;Blumenau;SC;70;56;"55,7339";"2,7278";"38,1857";"2,4735";"2,5371";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Centro Universitário;Privada sem fins lucrativos;57470;Educação Presencial;4214805;Rio do Sul;SC;23;14;"50,0714";"1,9465";"39,2857";"2,6266";"2,4566";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Universidade;Privada sem fins lucrativos;150196;Educação Presencial;4209102;Joinville;SC;55;54;"48,8167";"1,7734";"34,8815";"2,0137";"1,9537";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1167584;Educação Presencial;4209003;Joaçaba;SC;40;39;"55,9513";"2,7578";"40,7513";"2,8305";"2,8124";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Universidade;Privada sem fins lucrativos;1177671;Educação Presencial;4208203;Itajaí;SC;36;33;"57,5212";"2,9744";"40,0061";"2,7268";"2,7887";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Centro Universitário;Privada sem fins lucrativos;123517;Educação Presencial;4202909;Brusque;SC;23;21;"53,7095";"2,4485";"32,781";"1,7214";"1,9032";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Universidade;Pública Federal;122320;Educação Presencial;3162500;São João del Rei;MG;128;112;"60,5295";"3,3895";"40,3589";"2,7759";"2,9293";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;109;FACULDADES INTEGRADAS RUI BARBOSA;FIRB;Faculdade;Privada com fins lucrativos;1159091;Educação Presencial;3502101;Andradina;SP;28;19;"48,5158";"1,7319";"28,3316";"1,1023";"1,2597";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Universidade;Privada sem fins lucrativos;20086;Educação Presencial;3503208;Araraquara;SP;94;57;"45,1825";"1,272";"28,9053";"1,1821";"1,2046";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Centro Universitário;Privada sem fins lucrativos;108168;Educação Presencial;3503307;Araras;SP;13;11;"35,9636";0;"27,6818";"1,0119";"0,7589";1;
2017;6208;ENGENHARIA DE PRODUÇÃO;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Centro Universitário;Privada sem fins lucrativos;1165246;Educação a Distância;3505906;Batatais;SP;114;105;"53,7086";"2,4484";"31,1962";"1,5009";"1,7378";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Universidade;Privada sem fins lucrativos;1125256;Educação Presencial;3506003;Bauru;SP;47;43;"56,786";"2,873";"36,0233";"2,1726";"2,3477";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;140;UNIVERSIDADE DE VASSOURAS;;Universidade;Privada sem fins lucrativos;1158261;Educação Presencial;3306206;Vassouras;RJ;65;63;"50,5508";"2,0127";"33,8476";"1,8699";"1,9056";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;64660;Educação Presencial;3170206;Uberlândia;MG;1;1;;;;;;SC;
2017;6208;ENGENHARIA DE PRODUÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;76084;Educação Presencial;3170107;Uberaba;MG;62;53;"51,0453";"2,0809";"36,1717";"2,1933";"2,1652";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;76118;Educação Presencial;3170206;Uberlândia;MG;19;14;"53,2429";"2,3841";"36,95";"2,3016";"2,3222";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;109991;Educação a Distância;3170107;Uberaba;MG;4;4;"47,575";"1,6021";"38,65";"2,5381";"2,3041";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;106506;Educação Presencial;3552205;Sorocaba;SP;100;92;"50,313";"1,9799";"36,1033";"2,1838";"2,1328";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;74766;Educação Presencial;3304557;Rio de Janeiro;RJ;112;93;"48,4731";"1,726";"31,3151";"1,5175";"1,5696";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;82844;Educação Presencial;3301009;Campos dos Goytacazes;RJ;27;25;"55,248";"2,6608";"28,62";"1,1424";"1,522";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;82847;Educação Presencial;3304557;Rio de Janeiro;RJ;40;36;"52,1083";"2,2276";"32,5083";"1,6835";"1,8195";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;82850;Educação Presencial;3303302;Niterói;RJ;74;63;"53,9587";"2,4829";"30,1444";"1,3546";"1,6366";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;102410;Educação Presencial;3304557;Rio de Janeiro;RJ;54;50;"50,684";"2,031";"36,69";"2,2654";"2,2068";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;114017;Educação Presencial;3304557;Rio de Janeiro;RJ;61;57;"43,3123";"1,0139";"25,1281";"0,6565";"0,7459";1;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;119824;Educação Presencial;3303401;Nova Friburgo;RJ;61;58;"56,1259";"2,7819";"36,0603";"2,1778";"2,3288";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;150265;Educação Presencial;3304201;Resende;RJ;50;45;"53,0578";"2,3586";"36,5511";"2,2461";"2,2742";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1154048;Educação a Distância;3304557;Rio de Janeiro;RJ;372;319;"51,4053";"2,1306";"35,7793";"2,1387";"2,1367";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1187876;Educação Presencial;3304557;Rio de Janeiro;RJ;19;16;"51,8125";"2,1867";"29,9875";"1,3327";"1,5462";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1285042;Educação Presencial;3302403;Macaé;RJ;35;18;"58,3833";"3,0934";"33,9167";"1,8795";"2,183";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;44863;Educação Presencial;3304557;Rio de Janeiro;RJ;157;142;"56,7268";"2,8648";"37,9775";"2,4446";"2,5496";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;114168;Educação Presencial;3300704;Cabo Frio;RJ;72;50;"49,606";"1,8823";"32,586";"1,6943";"1,7413";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;123629;Educação Presencial;3304557;Rio de Janeiro;RJ;73;71;"56,9183";"2,8912";"40,7775";"2,8342";"2,8484";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Universidade;Privada com fins lucrativos;1258872;Educação Presencial;3304557;Rio de Janeiro;RJ;18;14;"60,0786";"3,3273";"40,3643";"2,7767";"2,9143";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;202;FACULDADE DO RIO DE JANEIRO;;Faculdade;Privada com fins lucrativos;1058327;Educação Presencial;3304557;Rio de Janeiro;RJ;42;36;"38,95";"0,412";"22,9028";"0,3469";"0,3632";1;
2017;6208;ENGENHARIA DE PRODUÇÃO;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;74629;Educação Presencial;3550308;São Paulo;SP;95;92;"57,3283";"2,9478";"40,4848";"2,7935";"2,832";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1133633;Educação Presencial;3550308;São Paulo;SP;30;30;"56,6367";"2,8524";"42,19";"3,0307";"2,9861";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Centro Universitário;Privada sem fins lucrativos;110348;Educação Presencial;3543402;Ribeirão Preto;SP;20;19;"56,6263";"2,8509";"38,1789";"2,4726";"2,5672";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Privada sem fins lucrativos;107294;Educação Presencial;3543402;Ribeirão Preto;SP;74;72;"52,3431";"2,26";"38,1181";"2,4641";"2,4131";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Universidade;Privada sem fins lucrativos;1180567;Educação Presencial;3518701;Guarujá;SP;22;22;"44,4227";"1,1671";"33,9318";"1,8816";"1,703";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;214;FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG;FEAMIG;Faculdade;Privada sem fins lucrativos;68343;Educação Presencial;3106200;Belo Horizonte;MG;39;35;"57,9914";"3,0393";"41,9029";"2,9908";"3,0029";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;118652;Educação Presencial;3106200;Belo Horizonte;MG;57;50;"56,282";"2,8034";"37,234";"2,3411";"2,4567";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;UNIFAE;Centro Universitário;Especial;115874;Educação Presencial;3549102;São João da Boa Vista;SP;27;27;"52,4185";"2,2704";"38,6111";"2,5327";"2,4671";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;101828;Educação Presencial;3550308;São Paulo;SP;53;52;"46,7135";"1,4832";"29,45";"1,2579";"1,3143";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Privada sem fins lucrativos;1193181;Educação Presencial;3557105;Votuporanga;SP;13;13;"52,0846";"2,2243";"37,3615";"2,3588";"2,3252";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;Universidade;Privada sem fins lucrativos;102560;Educação Presencial;3548500;Santos;SP;38;33;"60,1515";"3,3373";"44,7727";"3,3901";"3,3769";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;234;FACULDADES OSWALDO CRUZ;FOC;Faculdade;Privada com fins lucrativos;120757;Educação Presencial;3550308;São Paulo;SP;66;59;"52,6034";"2,2959";"36,1915";"2,196";"2,221";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;242;CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ;UNIA;Centro Universitário;Privada com fins lucrativos;69900;Educação Presencial;3547809;Santo André;SP;91;67;"45,4209";"1,3049";"29,0119";"1,197";"1,224";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;244;CENTRO UNIVERSITÁRIO FIEO;UNIFIEO;Centro Universitário;Privada sem fins lucrativos;1177701;Educação Presencial;3534401;Osasco;SP;19;19;"43,8368";"1,0863";"30,6789";"1,429";"1,3433";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;266;UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;Universidade;Privada sem fins lucrativos;74874;Educação Presencial;3545803;Santa Bárbara d'Oeste;SP;110;78;"57,5244";"2,9748";"40,8538";"2,8448";"2,8773";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;267;CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA;;Centro Universitário;Privada sem fins lucrativos;21494;Educação Presencial;3205309;Vitória;ES;19;18;"61,5611";"3,5318";"51,0389";"4,2621";"4,0795";5;
2017;6208;ENGENHARIA DE PRODUÇÃO;269;FACULDADE FACCAT;FACCAT;Faculdade;Privada com fins lucrativos;1180755;Educação Presencial;3555000;Tupã;SP;12;11;"46,7";"1,4814";"29,7091";"1,294";"1,3408";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;1155378;Educação Presencial;3541406;Presidente Prudente;SP;61;42;"59,3238";"3,2231";"47,5762";"3,7802";"3,641";4;
2017;6208;ENGENHARIA DE PRODUÇÃO;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;96304;Educação Presencial;3304557;Rio de Janeiro;RJ;72;66;"51,0894";"2,087";"28,5015";"1,126";"1,3662";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;1153693;Educação Presencial;3304557;Rio de Janeiro;RJ;51;50;"51,458";"2,1378";33;"1,7519";"1,8484";2;
2017;6208;ENGENHARIA DE PRODUÇÃO;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;1349568;Educação Presencial;3304557;Rio de Janeiro;RJ;6;6;"53,75";"2,4541";"41,05";"2,8721";"2,7676";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;294;FACULDADE TRÊS DE MAIO;SETREM;Faculdade;Privada sem fins lucrativos;68980;Educação Presencial;4321808;Três de Maio;RS;23;23;"53,7043";"2,4478";"35,7478";"2,1343";"2,2127";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Privada sem fins lucrativos;64478;Educação Presencial;4316808;Santa Cruz do Sul;RS;50;45;"54,64";"2,5769";"37,7289";"2,41";"2,4517";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;18626;Educação Presencial;3550308;São Paulo;SP;32;22;"58,3409";"3,0875";"32,8045";"1,7247";"2,0654";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;82222;Educação Presencial;3550308;São Paulo;SP;36;29;"48,4897";"1,7283";"34,9103";"2,0178";"1,9454";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;112014;Educação Presencial;3550308;São Paulo;SP;8;7;"54,6857";"2,5832";"34,8714";"2,0123";"2,1551";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;113859;Educação Presencial;3550308;São Paulo;SP;6;6;"53,9333";"2,4794";"37,1167";"2,3248";"2,3634";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;1192391;Educação a Distância;3550308;São Paulo;SP;110;100;"57,192";"2,929";"36,764";"2,2757";"2,439";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;38610;Educação Presencial;3543402;Ribeirão Preto;SP;13;13;"53,8308";"2,4652";"39,0538";"2,5943";"2,5621";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;38647;Educação Presencial;3550308;São Paulo;SP;61;48;"55,8708";"2,7467";"38,95";"2,5799";"2,6216";3;
2017;6208;ENGENHARIA DE PRODUÇÃO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;38850;Educação Presencial;3509502;Campinas;SP;28;27;"58,9778";"3,1754";"44,7926";"3,3929";"3,3385";4;
