Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2017;6002;ENGENHARIA DE ALIMENTOS;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Universidade;Privada sem fins lucrativos;8820;Educação Presencial;4307005;Erechim;RS;5;5;"59,94";"3,2245";"46,86";"3,6524";"3,5454";4;
2017;6002;ENGENHARIA DE ALIMENTOS;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Universidade;Privada sem fins lucrativos;19773;Educação Presencial;5208707;Goiânia;GO;13;8;"39,65";"0,2827";"24,125";"0,9083";"0,7519";1;
2017;6002;ENGENHARIA DE ALIMENTOS;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Universidade;Pública Federal;103311;Educação Presencial;2105302;Imperatriz;MA;12;8;"62,7625";"3,6337";"34,6875";"2,1832";"2,5458";3;
2017;6002;ENGENHARIA DE ALIMENTOS;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Universidade;Pública Federal;21850;Educação Presencial;1501402;Belém;PA;39;39;"54,8128";"2,4811";"43,2256";"3,2137";"3,0306";4;
2017;6002;ENGENHARIA DE ALIMENTOS;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;Universidade;Pública Federal;96878;Educação Presencial;2408102;Natal;RN;19;18;"54,7778";"2,476";"49,4";"3,959";"3,5882";4;
2017;6002;ENGENHARIA DE ALIMENTOS;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Universidade;Pública Federal;20073;Educação Presencial;4106902;Curitiba;PR;53;51;"72,1863";5;"42,4706";"3,1226";"3,5919";4;
2017;6002;ENGENHARIA DE ALIMENTOS;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Universidade;Pública Federal;99274;Educação Presencial;3200201;Alegre;ES;9;7;"62,6";"3,6101";"52,9286";"4,3849";"4,1912";5;
2017;6002;ENGENHARIA DE ALIMENTOS;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Universidade;Pública Federal;12920;Educação Presencial;3305554;Seropédica;RJ;52;49;"61,3878";"3,4344";"49,9204";"4,0218";"3,8749";4;
2017;6002;ENGENHARIA DE ALIMENTOS;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;Universidade;Pública Federal;121504;Educação Presencial;3143302;Montes Claros;MG;34;34;"59,4059";"3,147";"40,4294";"2,8762";"2,9439";3;
2017;6002;ENGENHARIA DE ALIMENTOS;579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;Universidade;Pública Federal;13428;Educação Presencial;2507507;João Pessoa;PB;27;26;"54,3038";"2,4073";"34,2538";"2,1308";"2,1999";3;
2017;6002;ENGENHARIA DE ALIMENTOS;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;Universidade;Pública Federal;117382;Educação Presencial;2611606;Recife;PE;5;4;"70,175";"4,7084";"58,025";5;"4,9271";5;
2017;6002;ENGENHARIA DE ALIMENTOS;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Universidade;Pública Federal;13740;Educação Presencial;4314902;Porto Alegre;RS;16;16;"65,8625";"4,0831";"53,8";"4,49";"4,3883";5;
2017;6002;ENGENHARIA DE ALIMENTOS;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Universidade;Pública Federal;13993;Educação Presencial;2304400;Fortaleza;CE;65;60;"62,7517";"3,6321";"42,9017";"3,1746";"3,289";4;
2017;6002;ENGENHARIA DE ALIMENTOS;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Universidade;Pública Federal;20809;Educação Presencial;5208707;Goiânia;GO;52;49;"62,6918";"3,6234";"40,2143";"2,8502";"3,0435";4;
2017;6002;ENGENHARIA DE ALIMENTOS;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Pública Federal;14226;Educação Presencial;4205407;Florianópolis;SC;38;34;"68,9706";"4,5338";"55,2";"4,659";"4,6277";5;
2017;6002;ENGENHARIA DE ALIMENTOS;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;Universidade;Pública Federal;83910;Educação Presencial;3304557;Rio de Janeiro;RJ;30;29;"65,4517";"4,0236";"47,2";"3,6934";"3,776";4;
2017;6002;ENGENHARIA DE ALIMENTOS;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Universidade;Pública Federal;118466;Educação Presencial;2606002;Garanhuns;PE;17;17;"59,1529";"3,1104";"48,4118";"3,8397";"3,6574";4;
2017;6002;ENGENHARIA DE ALIMENTOS;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;109552;Educação Presencial;4104303;Campo Mourão;PR;36;35;"54,98";"2,5053";"41,5914";"3,0165";"2,8887";3;
2017;6002;ENGENHARIA DE ALIMENTOS;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pública Federal;1102903;Educação Presencial;4115804;Medianeira;PR;26;25;"56,924";"2,7872";"43,844";"3,2884";"3,1631";4;
2017;6002;ENGENHARIA DE ALIMENTOS;592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;Universidade;Pública Federal;63832;Educação Presencial;3138203;Lavras;MG;105;96;"60,7177";"3,3372";"47,2104";"3,6947";"3,6053";4;
2017;6002;ENGENHARIA DE ALIMENTOS;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1178741;Educação Presencial;3121605;Diamantina;MG;10;10;"62,45";"3,5884";"48,59";"3,8612";"3,793";4;
2017;6002;ENGENHARIA DE ALIMENTOS;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;Universidade;Pública Federal;1106041;Educação Presencial;3170107;Uberaba;MG;17;17;"59,9824";"3,2306";"45,2294";"3,4556";"3,3993";4;
2017;6002;ENGENHARIA DE ALIMENTOS;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pública Municipal;64852;Educação Presencial;3554102;Taubaté;SP;7;7;"54,4857";"2,4337";"43,9143";"3,2968";"3,081";4;
2017;6002;ENGENHARIA DE ALIMENTOS;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Universidade;Pública Estadual;21111;Educação Presencial;2910800;Feira de Santana;BA;35;30;"64,8433";"3,9354";"44,4667";"3,3635";"3,5065";4;
2017;6002;ENGENHARIA DE ALIMENTOS;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Pública Estadual;20275;Educação Presencial;2916401;Itapetinga;BA;8;8;"48,6";"1,5803";"45,375";"3,4731";"2,9999";4;
2017;6002;ENGENHARIA DE ALIMENTOS;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;Universidade;Pública Federal;116776;Educação Presencial;1100023;Ariquemes;RO;9;9;"44,8444";"1,0358";"26,5667";"1,203";"1,1612";2;
2017;6002;ENGENHARIA DE ALIMENTOS;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;Universidade;Pública Estadual;113529;Educação Presencial;5101704;Barra do Bugres;MT;17;17;"51,4353";"1,9914";"32,1235";"1,8737";"1,9031";2;
2017;6002;ENGENHARIA DE ALIMENTOS;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Universidade;Pública Estadual;18778;Educação Presencial;4119905;Ponta Grossa;PR;26;26;"60,8962";"3,3631";"43,0962";"3,1981";"3,2393";4;
2017;6002;ENGENHARIA DE ALIMENTOS;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Centro Universitário;Privada sem fins lucrativos;102017;Educação Presencial;5108402;Várzea Grande;MT;7;6;"38,95";"0,1812";"32,3833";"1,905";"1,4741";2;
