Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2017;702;MATEMÁTICA (LICENCIATURA);1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Privada com fins lucrativos;1292570;Educação a Distância;4115200;Maringá;PR;119;109;"52,1505";"2,7927";"38,2128";"2,2451";"2,382";3;
2017;702;MATEMÁTICA (LICENCIATURA);1205;FACULDADE EDUCACIONAL DA LAPA;FAEL;Faculdade;Privada com fins lucrativos;1172590;Educação a Distância;1721208;Tocantinópolis;TO;61;58;"47,5724";"2,2584";"29,3914";"1,2421";"1,4962";2;
2017;702;MATEMÁTICA (LICENCIATURA);1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Centro Universitário;Privada sem fins lucrativos;44292;Educação Presencial;4106902;Curitiba;PR;12;11;"51,1727";"2,6786";"28,0727";"1,0922";"1,4888";2;
2017;702;MATEMÁTICA (LICENCIATURA);1270;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;ESTÁCIO RIBEIRÃO PRE;Centro Universitário;Privada com fins lucrativos;1330050;Educação a Distância;3543402;Ribeirão Preto;SP;21;18;"58,0444";"3,4804";"44,4778";"2,9574";"3,0882";4;
2017;702;MATEMÁTICA (LICENCIATURA);1292;Centro Universitário de Adamantina;FAI;Centro Universitário;Especial;21105;Educação Presencial;3500105;Adamantina;SP;17;14;"47,5929";"2,2608";"42,3786";"2,7187";"2,6043";3;
2017;702;MATEMÁTICA (LICENCIATURA);1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Faculdade;Privada sem fins lucrativos;81660;Educação Presencial;3515509;Fernandópolis;SP;11;10;"59,39";"3,6374";"32,13";"1,5535";"2,0745";3;
2017;702;MATEMÁTICA (LICENCIATURA);1304;FACULDADE DE RIBEIRÃO PIRES;;Faculdade;Privada sem fins lucrativos;19907;Educação Presencial;3543303;Ribeirão Pires;SP;1;1;;;;;;SC;
2017;702;MATEMÁTICA (LICENCIATURA);1309;Faculdade Projeção de Taguatinga Norte;FAPRO;Faculdade;Privada com fins lucrativos;54926;Educação Presencial;5300108;Brasília;DF;21;18;"48,7444";"2,3952";"34,5722";"1,8312";"1,9722";3;
2017;702;MATEMÁTICA (LICENCIATURA);1313;FACULDADE DE SUZANO;UNISUZ;Faculdade;Privada sem fins lucrativos;53871;Educação Presencial;3552502;Suzano;SP;1;1;;;;;;SC;
2017;702;MATEMÁTICA (LICENCIATURA);1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;Centro Universitário;Privada sem fins lucrativos;42571;Educação Presencial;3550308;São Paulo;SP;31;28;"43,2";"1,7482";"31,3536";"1,4652";"1,536";2;
2017;702;MATEMÁTICA (LICENCIATURA);1420;FACULDADES DE DRACENA;;Faculdade;Privada sem fins lucrativos;92832;Educação Presencial;3514403;Dracena;SP;10;9;"50,9222";"2,6493";"38,2";"2,2436";"2,3451";3;
2017;702;MATEMÁTICA (LICENCIATURA);1422;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;Centro Universitário;Privada com fins lucrativos;47059;Educação Presencial;1302603;Manaus;AM;42;23;"43,9826";"1,8396";"26,4435";"0,9069";"1,1401";2;
2017;702;MATEMÁTICA (LICENCIATURA);1436;ESCOLA SUPERIOR BATISTA DO AMAZONAS;ESBAM;Faculdade;Privada com fins lucrativos;21275;Educação Presencial;1302603;Manaus;AM;27;26;"38,4731";"1,1966";"23,6308";"0,5871";"0,7395";1;
2017;702;MATEMÁTICA (LICENCIATURA);1465;FACULDADE DE RIBEIRÃO PRETO;AFARP;Faculdade;Privada com fins lucrativos;57106;Educação Presencial;3543402;Ribeirão Preto;SP;2;2;"52,15";"2,7926";"24,45";"0,6803";"1,2084";2;
2017;702;MATEMÁTICA (LICENCIATURA);1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitário;Privada com fins lucrativos;99952;Educação a Distância;4207502;Indaial;SC;496;340;"46,0285";"2,0783";"30,3285";"1,3487";"1,5311";2;
2017;702;MATEMÁTICA (LICENCIATURA);1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Privada com fins lucrativos;1315060;Educação a Distância;4106902;Curitiba;PR;257;241;"47,8095";"2,2861";"32,8237";"1,6324";"1,7958";2;
2017;702;MATEMÁTICA (LICENCIATURA);1500;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU;FAESI;Faculdade;Privada com fins lucrativos;1113975;Educação Presencial;4125704;São Miguel do Iguaçu;PR;5;5;"42,36";"1,6502";"32,5";"1,5956";"1,6092";2;
2017;702;MATEMÁTICA (LICENCIATURA);1518;FACULDADE ANHANGUERA DE TAGUATINGA;;Faculdade;Privada com fins lucrativos;82245;Educação Presencial;5300108;Brasília;DF;1;0;;;;;;SC;
2017;702;MATEMÁTICA (LICENCIATURA);1554;FACULDADES INTEGRADAS DO VALE DO RIBEIRA;FIVR;Faculdade;Privada com fins lucrativos;39292;Educação Presencial;3542602;Registro;SP;13;12;"53,2667";"2,9229";"39,4417";"2,3848";"2,5193";3;
2017;702;MATEMÁTICA (LICENCIATURA);1573;FACULDADE ALFREDO NASSER;FAN;Faculdade;Privada sem fins lucrativos;89842;Educação Presencial;5201405;Aparecida de Goiânia;GO;14;13;"45,9308";"2,0669";"33,6923";"1,7311";"1,8151";2;
2017;702;MATEMÁTICA (LICENCIATURA);1640;CENTRO UNIVERSITÁRIO UNICENTRO AGES;;Centro Universitário;Privada com fins lucrativos;1160481;Educação Presencial;2923803;Paripiranga;BA;52;51;"45,1765";"1,9789";"31,7608";"1,5115";"1,6284";2;
2017;702;MATEMÁTICA (LICENCIATURA);1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA;FGF;Faculdade;Privada com fins lucrativos;75594;Educação a Distância;2304400;Fortaleza;CE;13;6;"58,3333";"3,5141";"34,0167";"1,768";"2,2045";3;
2017;702;MATEMÁTICA (LICENCIATURA);1660;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;ESTÁCIO BRASÍLIA;Centro Universitário;Privada com fins lucrativos;107026;Educação Presencial;5300108;Brasília;DF;35;31;"54,0452";"3,0138";"33,7258";"1,7349";"2,0546";3;
2017;702;MATEMÁTICA (LICENCIATURA);1701;FACULDADE MACHADO DE ASSIS;FAMA;Faculdade;Privada sem fins lucrativos;16762;Educação Presencial;3304557;Rio de Janeiro;RJ;5;3;"49,4";"2,4717";"23,3";"0,5495";"1,0301";2;
2017;702;MATEMÁTICA (LICENCIATURA);1788;FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA;FAAL;Faculdade;Privada com fins lucrativos;100646;Educação Presencial;3526902;Limeira;SP;10;7;"43,2857";"1,7582";"32,0286";"1,542";"1,596";2;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;63383;Educação Presencial;2304400;Fortaleza;CE;18;17;"48,5235";"2,3694";"38,3706";"2,263";"2,2896";3;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;84374;Educação Presencial;2307304;Juazeiro do Norte;CE;18;18;"46,7111";"2,1579";"43,5222";"2,8488";"2,6761";3;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;85320;Educação Presencial;2303808;Cedro;CE;37;35;"46,9286";"2,1833";"36,96";"2,1027";"2,1228";3;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1160182;Educação a Distância;2304400;Fortaleza;CE;36;28;"48,4321";"2,3588";"33,5607";"1,7162";"1,8768";2;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1160979;Educação Presencial;2302800;Canindé;CE;16;15;"60,7933";"3,8012";"35,82";"1,973";"2,4301";3;
2017;702;MATEMÁTICA (LICENCIATURA);1807;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";IFCE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;5000138;Educação Presencial;2304103;Crateús;CE;18;16;"51,9625";"2,7707";"38,1688";"2,2401";"2,3727";3;
2017;702;MATEMÁTICA (LICENCIATURA);1808;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";IFES;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;108730;Educação Presencial;3205309;Vitória;ES;14;12;"54,725";"3,0931";"48,1833";"3,3787";"3,3073";4;
2017;702;MATEMÁTICA (LICENCIATURA);1808;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";IFES;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103657;Educação Presencial;3201209;Cachoeiro de Itapemirim;ES;18;18;"57,4333";"3,4091";"48,1111";"3,3705";"3,3802";4;
2017;702;MATEMÁTICA (LICENCIATURA);1809;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";IFPE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;100690;Educação Presencial;2610905;Pesqueira;PE;51;46;"41,5978";"1,5613";"33,7065";"1,7327";"1,6899";2;
2017;702;MATEMÁTICA (LICENCIATURA);1809;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";IFPE;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;123356;Educação a Distância;2611606;Recife;PE;107;82;"45,178";"1,9791";"28,6805";"1,1613";"1,3657";2;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;113490;Educação Presencial;3550308;São Paulo;SP;23;22;"52,9";"2,8801";"51,3636";"3,7403";"3,5253";4;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;122122;Educação Presencial;3518800;Guarulhos;SP;48;42;"56,0238";"3,2446";"45,9333";"3,1229";"3,1533";4;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1128360;Educação Presencial;3506508;Birigui;SP;15;15;"51,8267";"2,7549";"37,6733";"2,1838";"2,3265";3;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1128375;Educação Presencial;3507605;Bragança Paulista;SP;19;16;"56,5063";"3,3009";"42,0063";"2,6764";"2,8325";3;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1128378;Educação Presencial;3510500;Caraguatatuba;SP;18;18;"61,4778";"3,8811";"44,25";"2,9315";"3,1689";4;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1129073;Educação Presencial;3503208;Araraquara;SP;11;10;"53,33";"2,9303";"40,34";"2,487";"2,5978";3;
2017;702;MATEMÁTICA (LICENCIATURA);1810;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1181042;Educação Presencial;3509700;Campos do Jordão;SP;13;12;"53,1667";"2,9112";"45,3083";"3,0518";"3,0167";4;
2017;702;MATEMÁTICA (LICENCIATURA);1811;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS";IFG;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103461;Educação Presencial;5208707;Goiânia;GO;37;31;"42,0839";"1,618";"36,9323";"2,0995";"1,9791";3;
2017;702;MATEMÁTICA (LICENCIATURA);1812;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS";IFAM;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;5000493;Educação Presencial;1302603;Manaus;AM;15;14;"50,2143";"2,5667";"36,8643";"2,0918";"2,2105";3;
2017;702;MATEMÁTICA (LICENCIATURA);1813;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";IFPA;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;48289;Educação Presencial;1501402;Belém;PA;33;30;"53,0267";"2,8949";"38,8867";"2,3217";"2,465";3;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;63062;Educação Presencial;2211001;Teresina;PI;28;14;"54,7357";"3,0943";"40,2429";"2,4759";"2,6305";3;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;83929;Educação Presencial;2203909;Floriano;PI;25;22;"50,1773";"2,5624";"35,4091";"1,9263";"2,0853";3;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103813;Educação Presencial;2208403;Piripiri;PI;23;16;"47,1875";"2,2135";"32,8563";"1,6361";"1,7804";2;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103910;Educação Presencial;2200608;Angical do Piauí;PI;28;24;"47,6458";"2,267";"30,8333";"1,4061";"1,6213";2;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103911;Educação Presencial;2202901;Corrente;PI;28;26;"41,1808";"1,5126";"27,6846";"1,0481";"1,1642";2;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103912;Educação Presencial;2211209;Uruçuí;PI;9;8;"42,6875";"1,6884";"26,275";"0,8878";"1,088";2;
2017;702;MATEMÁTICA (LICENCIATURA);1820;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";IFPI;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1127113;Educação Presencial;2210607;São Raimundo Nonato;PI;5;3;"51,9333";"2,7673";"38,4333";"2,2702";"2,3945";3;
2017;702;MATEMÁTICA (LICENCIATURA);1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;20093;Educação Presencial;3549102;São João da Boa Vista;SP;17;15;"55,86";"3,2255";"37,4267";"2,1557";"2,4232";3;
2017;702;MATEMÁTICA (LICENCIATURA);1870;FACULDADES INTEGRADAS REGIONAIS DE AVARÉ;FIRA;Faculdade;Pública Municipal;18969;Educação Presencial;3504503;Avaré;SP;29;22;"37,1545";"1,0428";"30,3364";"1,3496";"1,2729";2;
2017;702;MATEMÁTICA (LICENCIATURA);1917;FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Faculdade;Privada com fins lucrativos;99654;Educação Presencial;1100049;Cacoal;RO;12;7;"31,0714";"0,3329";"25,0429";"0,7477";"0,644";1;
2017;702;MATEMÁTICA (LICENCIATURA);1930;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO;SINGULARIDADES/ISESP;Faculdade;Privada sem fins lucrativos;1166280;Educação Presencial;3550308;São Paulo;SP;8;8;"55,3";"3,1602";"36,0125";"1,9949";"2,2862";3;
2017;702;MATEMÁTICA (LICENCIATURA);1984;FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU;FACIG;Faculdade;Privada com fins lucrativos;5000165;Educação Presencial;3139409;Manhuaçu;MG;4;3;"33,6333";"0,6319";"27,5667";"1,0347";"0,934";1;
2017;702;MATEMÁTICA (LICENCIATURA);1998;INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL;ISEED;Faculdade;Privada com fins lucrativos;74276;Educação Presencial;3171808;Virginópolis;MG;15;14;"32,6643";"0,5188";"30,5";"1,3682";"1,1558";2;
2017;702;MATEMÁTICA (LICENCIATURA);2030;INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA;ISECAMP;Faculdade;Privada com fins lucrativos;99778;Educação Presencial;3509601;Campo Limpo Paulista;SP;26;24;"52,8208";"2,8709";"37,325";"2,1442";"2,3258";3;
2017;702;MATEMÁTICA (LICENCIATURA);2183;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ;CUFSA;Centro Universitário;Privada sem fins lucrativos;5678;Educação Presencial;3547809;Santo André;SP;10;10;"49,27";"2,4565";"33,84";"1,7479";"1,9251";2;
2017;702;MATEMÁTICA (LICENCIATURA);2200;FACULDADE VALE DO GORUTUBA;FAVAG;Faculdade;Privada com fins lucrativos;66169;Educação Presencial;3145059;Nova Porteirinha;MG;11;1;;;;;;SC;
2017;702;MATEMÁTICA (LICENCIATURA);2320;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU;ISEAT;Faculdade;Privada com fins lucrativos;74238;Educação Presencial;3205200;Vila Velha;ES;6;5;"50,34";"2,5814";"30,22";"1,3363";"1,6476";2;
2017;702;MATEMÁTICA (LICENCIATURA);2320;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU;ISEAT;Faculdade;Privada com fins lucrativos;74240;Educação Presencial;3205200;Vila Velha;ES;12;0;;;;;;SC;Conforme Nota Técnica Daes/Inep nº 38/2018
2017;702;MATEMÁTICA (LICENCIATURA);2341;FACULDADE DA ALDEIA DE CARAPICUÍBA;FALC;Faculdade;Privada com fins lucrativos;1260714;Educação Presencial;3510609;Carapicuíba;SP;18;17;"41,9059";"1,5972";"31,0294";"1,4284";"1,4706";2;
2017;702;MATEMÁTICA (LICENCIATURA);2350;ESCOLA SUPERIOR MADRE CELESTE;ESMAC;Faculdade;Privada com fins lucrativos;59802;Educação Presencial;1500800;Ananindeua;PA;17;14;"52,3571";"2,8168";"29,6357";"1,2699";"1,6566";2;
2017;702;MATEMÁTICA (LICENCIATURA);2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;13448;Educação Presencial;2504009;Campina Grande;PB;18;18;"47,7833";"2,2831";"46,3444";"3,1696";"2,948";4;
2017;702;MATEMÁTICA (LICENCIATURA);2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;99806;Educação Presencial;2505105;Cuité;PB;12;11;"41,3909";"1,5371";"38,7091";"2,3015";"2,1104";3;
2017;702;MATEMÁTICA (LICENCIATURA);2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;1152880;Educação Presencial;2503704;Cajazeiras;PB;19;18;"48,9278";"2,4166";"38,6778";"2,298";"2,3276";3;
2017;702;MATEMÁTICA (LICENCIATURA);2620;FACULDADE DE AMPÉRE;FAMPER;Faculdade;Privada com fins lucrativos;1074417;Educação Presencial;4101002;Ampére;PR;29;28;"52,1786";"2,7959";"32,75";"1,624";"1,917";2;
2017;702;MATEMÁTICA (LICENCIATURA);2629;FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA;AJES;Faculdade;Privada sem fins lucrativos;98960;Educação Presencial;5105150;Juína;MT;4;3;"54,5";"3,0668";"22,6667";"0,4775";"1,1249";2;
2017;702;MATEMÁTICA (LICENCIATURA);2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Faculdade;Privada sem fins lucrativos;91837;Educação Presencial;3148004;Patos de Minas;MG;13;9;49;"2,425";30;"1,3113";"1,5897";2;
2017;702;MATEMÁTICA (LICENCIATURA);3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Privada sem fins lucrativos;3846;Educação Presencial;4204202;Chapecó;SC;14;12;"43,7417";"1,8114";"28,7583";"1,1701";"1,3305";2;
2017;702;MATEMÁTICA (LICENCIATURA);3160;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS";IFAL;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1103556;Educação Presencial;2704302;Maceió;AL;34;30;"42,8367";"1,7058";"29,94";"1,3045";"1,4048";2;
2017;702;MATEMÁTICA (LICENCIATURA);3163;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";IFRJ;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;102430;Educação Presencial;3303203;Nilópolis;RJ;30;26;"53,4";"2,9385";"45,5385";"3,078";"3,0431";4;
2017;702;MATEMÁTICA (LICENCIATURA);3163;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";IFRJ;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;121013;Educação Presencial;3306305;Volta Redonda;RJ;15;14;"54,6286";"3,0818";"45,6571";"3,0915";"3,0891";4;
2017;702;MATEMÁTICA (LICENCIATURA);3163;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";IFRJ;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1153801;Educação Presencial;3303609;Paracambi;RJ;30;27;"50,3926";"2,5875";"34,7111";"1,847";"2,0321";3;
2017;702;MATEMÁTICA (LICENCIATURA);3164;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";IFMT;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;114388;Educação Presencial;5102637;Campo Novo do Parecis;MT;18;18;"40,3722";"1,4183";"35,2611";"1,9095";"1,7867";2;
2017;702;MATEMÁTICA (LICENCIATURA);3164;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";IFMT;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1160424;Educação Presencial;5105150;Juína;MT;13;13;"53,8846";"2,995";"40,9";"2,5506";"2,6617";3;
2017;702;MATEMÁTICA (LICENCIATURA);3165;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO";IFTM;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1193885;Educação a Distância;3170107;Uberaba;MG;28;27;"57,5741";"3,4255";"32,7926";"1,6288";"2,078";3;
2017;702;MATEMÁTICA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;61024;Educação Presencial;1304062;Tabatinga;AM;27;24;"38,9958";"1,2576";"26,5458";"0,9186";"1,0033";2;
2017;702;MATEMÁTICA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;61669;Educação Presencial;1303403;Parintins;AM;6;6;"31,1167";"0,3382";"25,0833";"0,7523";"0,6488";1;
2017;702;MATEMÁTICA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1152602;Educação Presencial;1302603;Manaus;AM;36;36;"44,45";"1,8941";"35,225";"1,9054";"1,9026";2;
2017;702;MATEMÁTICA (LICENCIATURA);3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;1315659;Educação Presencial;1304237;Tonantins;AM;15;13;"38,0692";"1,1495";"25,0846";"0,7524";"0,8517";1;
2017;702;MATEMÁTICA (LICENCIATURA);3183;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE";IFS;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;96913;Educação Presencial;2800308;Aracaju;SE;13;13;"41,7385";"1,5777";"32,4462";"1,5894";"1,5865";2;
2017;702;MATEMÁTICA (LICENCIATURA);3184;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA";IFRR;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1152312;Educação Presencial;1400100;Boa Vista;RR;11;11;"37,9455";"1,1351";"30,8091";"1,4033";"1,3363";2;
2017;702;MATEMÁTICA (LICENCIATURA);3188;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;99503;Educação Presencial;3135209;Januária;MG;29;22;"48,5591";"2,3736";"33,8318";"1,747";"1,9036";2;
2017;702;MATEMÁTICA (LICENCIATURA);3188;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educação, Ciência e Tecnologia";Pública Federal;1102641;Educação Presencial;3157005;Salinas;MG;13;12;"43,0083";"1,7259";"26,1833";"0,8774";"1,0895";2;
