Ano;Código da Área;Área de Avaliação;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Nº de Concluintes Inscritos;Nº  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2017;21;ARQUITETURA E URBANISMO;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Universidade;Pública Federal;44;Educação Presencial;5103403;Cuiabá;MT;44;43;"59,4977";"3,1401";"62,9744";"4,403";"4,0873";5;
2017;21;ARQUITETURA E URBANISMO;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;132;Educação Presencial;5300108;Brasília;DF;141;128;"61,3602";"3,4161";"60,7516";"4,1266";"3,949";5;
2017;21;ARQUITETURA E URBANISMO;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pública Federal;1138293;Educação Presencial;5300108;Brasília;DF;123;110;"58,3155";"2,9649";"55,6845";"3,4965";"3,3636";4;
2017;21;ARQUITETURA E URBANISMO;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Pública Federal;99444;Educação Presencial;2803609;Laranjeiras;SE;42;31;"62,229";"3,5448";"57,5161";"3,7243";"3,6794";4;
2017;21;ARQUITETURA E URBANISMO;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pública Federal;122640;Educação Presencial;1302603;Manaus;AM;64;50;"60,36";"3,2679";"54,71";"3,3753";"3,3485";4;
2017;21;ARQUITETURA E URBANISMO;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pública Federal;517;Educação Presencial;2211001;Teresina;PI;91;82;"65,3707";"4,0103";"61,189";"4,181";"4,1383";5;
2017;21;ARQUITETURA E URBANISMO;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pública Federal;112596;Educação Presencial;3146107;Ouro Preto;MG;45;43;"61,7419";"3,4726";"60,5372";"4,1";"3,9431";4;
2017;21;ARQUITETURA E URBANISMO;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Universidade;Pública Federal;704;Educação Presencial;3171303;Viçosa;MG;48;46;"69,5326";"4,627";"62,8217";"4,3841";"4,4448";5;
2017;21;ARQUITETURA E URBANISMO;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Pública Estadual;750;Educação Presencial;4113700;Londrina;PR;69;65;"61,2308";"3,3969";"55,9769";"3,5329";"3,4989";4;
2017;21;ARQUITETURA E URBANISMO;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Universidade;Privada sem fins lucrativos;864;Educação Presencial;4106902;Curitiba;PR;201;182;"58,1797";"2,9448";"50,7819";"2,8869";"2,9013";3;
2017;21;ARQUITETURA E URBANISMO;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Universidade;Privada sem fins lucrativos;52971;Educação Presencial;2611606;Recife;PE;81;67;"59,103";"3,0816";"50,6925";"2,8758";"2,9272";3;
2017;21;ARQUITETURA E URBANISMO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1140;Educação Presencial;4305108;Caxias do Sul;RS;145;139;"58,3914";"2,9762";"51,4942";"2,9755";"2,9756";4;
2017;21;ARQUITETURA E URBANISMO;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1181260;Educação Presencial;4302105;Bento Gonçalves;RS;4;4;"39,325";"0,1511";"41,5";"1,7326";"1,3372";2;
2017;21;ARQUITETURA E URBANISMO;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1237;Educação Presencial;4318705;São Leopoldo;RS;179;169;"51,8485";"2,0067";"46,7917";"2,3907";"2,2947";3;
2017;21;ARQUITETURA E URBANISMO;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Universidade;Privada sem fins lucrativos;1276952;Educação Presencial;3303906;Petrópolis;RJ;43;38;"53,6263";"2,2701";"47,8579";"2,5233";"2,46";3;
2017;21;ARQUITETURA E URBANISMO;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;18374;Educação Presencial;3170206;Uberlândia;MG;69;64;"61,9625";"3,5053";"61,6859";"4,2428";"4,0584";5;
2017;21;ARQUITETURA E URBANISMO;18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Universidade;Privada sem fins lucrativos;1534;Educação Presencial;4314407;Pelotas;RS;64;62;"53,7081";"2,2822";"43,6274";"1,9972";"2,0685";3;
2017;21;ARQUITETURA E URBANISMO;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Universidade;Privada sem fins lucrativos;1634;Educação Presencial;3509502;Campinas;SP;182;172;"59,9878";"3,2127";"52,3826";"3,0859";"3,1176";4;
2017;21;ARQUITETURA E URBANISMO;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Universidade;Privada sem fins lucrativos;1786;Educação Presencial;4314100;Passo Fundo;RS;139;132;"54,8417";"2,4502";"47,1947";"2,4408";"2,4431";3;
2017;21;ARQUITETURA E URBANISMO;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;18056;Educação Presencial;4314902;Porto Alegre;RS;114;105;"57,16";"2,7937";"54,6581";"3,3689";"3,2251";4;
2017;21;ARQUITETURA E URBANISMO;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Universidade;Privada sem fins lucrativos;2016;Educação Presencial;3550308;São Paulo;SP;371;346;"64,3757";"3,8629";"58,1552";"3,8038";"3,8185";4;
2017;21;ARQUITETURA E URBANISMO;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;41780;Educação Presencial;4313409;Novo Hamburgo;RS;93;86;"51,6012";"1,97";"43,0326";"1,9232";"1,9349";2;
2017;21;ARQUITETURA E URBANISMO;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Universidade;Pública Estadual;112414;Educação Presencial;4209409;Laguna;SC;97;93;"59,4032";"3,1261";"55,8355";"3,5153";"3,418";4;
2017;21;ARQUITETURA E URBANISMO;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pública Estadual;21866;Educação Presencial;5201108;Anápolis;GO;101;100;"61,385";"3,4197";"57,512";"3,7238";"3,6478";4;
2017;21;ARQUITETURA E URBANISMO;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Universidade;Pública Estadual;18400;Educação Presencial;3509502;Campinas;SP;43;43;"69,2163";"4,5801";"65,9907";"4,7781";"4,7286";5;
2017;21;ARQUITETURA E URBANISMO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;3202;Educação Presencial;3506003;Bauru;SP;68;66;"70,4212";"4,7587";"66,05";"4,7855";"4,7788";5;
2017;21;ARQUITETURA E URBANISMO;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pública Estadual;66995;Educação Presencial;3541406;Presidente Prudente;SP;62;58;"65,8293";"4,0783";"65,5828";"4,7274";"4,5651";5;
2017;21;ARQUITETURA E URBANISMO;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Universidade;Pública Estadual;21627;Educação Presencial;4115200;Maringá;PR;29;27;"67,8185";"4,373";"67,6333";"4,9824";"4,83";5;
2017;21;ARQUITETURA E URBANISMO;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Pública Municipal;3681;Educação Presencial;4202404;Blumenau;SC;64;58;"54,3776";"2,3814";"48,1276";"2,5568";"2,513";3;
2017;21;ARQUITETURA E URBANISMO;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Universidade;Privada sem fins lucrativos;5001003;Educação Presencial;4209102;Joinville;SC;25;24;"53,4042";"2,2372";"42,2708";"1,8285";"1,9307";2;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;21000;Educação Presencial;4219507;Xanxerê;SC;35;24;"59,4917";"3,1392";"42,3375";"1,8368";"2,1624";3;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;115790;Educação Presencial;4217204;São Miguel do Oeste;SC;48;36;"59,9972";"3,2141";"50,9139";"2,9033";"2,981";4;
2017;21;ARQUITETURA E URBANISMO;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1169147;Educação Presencial;4219309;Videira;SC;25;25;"53,632";"2,271";"44,428";"2,0967";"2,1403";3;
2017;21;ARQUITETURA E URBANISMO;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Universidade;Privada sem fins lucrativos;3948;Educação Presencial;4202008;Balneário Camboriú;SC;129;125;"55,6288";"2,5668";"52,5488";"3,1066";"2,9716";4;
2017;21;ARQUITETURA E URBANISMO;87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Centro Universitário;Privada sem fins lucrativos;1175164;Educação Presencial;4202909;Brusque;SC;22;22;"54,5182";"2,4023";"48,1";"2,5534";"2,5156";3;
2017;21;ARQUITETURA E URBANISMO;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Universidade;Pública Federal;122322;Educação Presencial;3162500;São João del Rei;MG;42;36;"64,7444";"3,9175";"58,7806";"3,8815";"3,8905";4;
2017;21;ARQUITETURA E URBANISMO;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Universidade;Privada sem fins lucrativos;19361;Educação Presencial;3503208;Araraquara;SP;60;40;"49,2475";"1,6213";"44,24";"2,0734";"1,9603";3;
2017;21;ARQUITETURA E URBANISMO;125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Centro Universitário;Privada sem fins lucrativos;68190;Educação Presencial;3503307;Araras;SP;26;25;"51,872";"2,0102";"48,896";"2,6524";"2,4918";3;
2017;21;ARQUITETURA E URBANISMO;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Universidade;Privada sem fins lucrativos;110808;Educação Presencial;3506003;Bauru;SP;125;121;"54,7388";"2,435";"46,9215";"2,4068";"2,4139";3;
2017;21;ARQUITETURA E URBANISMO;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Centro Universitário;Privada sem fins lucrativos;19008;Educação Presencial;3543402;Ribeirão Preto;SP;43;41;"44,3829";"0,9005";"41,8878";"1,7809";"1,5608";2;
2017;21;ARQUITETURA E URBANISMO;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;4545;Educação Presencial;3170206;Uberlândia;MG;62;60;"48,77";"1,5505";"41,7567";"1,7646";"1,7111";2;
2017;21;ARQUITETURA E URBANISMO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;4602;Educação Presencial;3170107;Uberaba;MG;77;71;"54,7662";"2,439";"48,2873";"2,5767";"2,5423";3;
2017;21;ARQUITETURA E URBANISMO;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Centro Universitário;Privada com fins lucrativos;20300;Educação Presencial;3549805;São José do Rio Preto;SP;108;97;"52,5052";"2,104";"44,1546";"2,0628";"2,0731";3;
2017;21;ARQUITETURA E URBANISMO;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1107280;Educação Presencial;3552205;Sorocaba;SP;234;215;"50,8856";"1,864";"46,1279";"2,3081";"2,1971";3;
2017;21;ARQUITETURA E URBANISMO;162;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;Centro Universitário;Privada sem fins lucrativos;4887;Educação Presencial;3550308;São Paulo;SP;312;274;"56,819";"2,7432";"47,754";"2,5103";"2,5686";3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;4960;Educação Presencial;3304557;Rio de Janeiro;RJ;118;113;"54,2761";"2,3664";"45,7761";"2,2644";"2,2899";3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1161243;Educação Presencial;3303302;Niterói;RJ;61;61;"48,0262";"1,4403";"43,6279";"1,9972";"1,858";2;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183749;Educação Presencial;3304557;Rio de Janeiro;RJ;67;66;"50,7848";"1,8491";"46,1803";"2,3146";"2,1983";3;
2017;21;ARQUITETURA E URBANISMO;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1184923;Educação Presencial;3303906;Petrópolis;RJ;42;41;"48,4146";"1,4979";"45,639";"2,2473";"2,06";3;
2017;21;ARQUITETURA E URBANISMO;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;5480;Educação Presencial;3550308;São Paulo;SP;221;206;"57,1248";"2,7885";"53,2131";"3,1892";"3,089";4;
2017;21;ARQUITETURA E URBANISMO;207;CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;Centro Universitário;Privada sem fins lucrativos;5586;Educação Presencial;3543402;Ribeirão Preto;SP;121;116;"52,644";"2,1246";"45,9336";"2,284";"2,2441";3;
2017;21;ARQUITETURA E URBANISMO;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;5778;Educação Presencial;3106200;Belo Horizonte;MG;82;73;"50,0205";"1,7358";"50,8479";"2,8951";"2,6053";3;
2017;21;ARQUITETURA E URBANISMO;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;111224;Educação Presencial;3106200;Belo Horizonte;MG;110;101;"51,101";"1,8959";"44,6535";"2,1248";"2,0676";3;
2017;21;ARQUITETURA E URBANISMO;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Universidade;Privada com fins lucrativos;70356;Educação Presencial;3550308;São Paulo;SP;99;97;"45,8814";"1,1225";"36,8887";"1,1592";"1,15";2;
2017;21;ARQUITETURA E URBANISMO;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;UNIFEV;Centro Universitário;Privada sem fins lucrativos;20420;Educação Presencial;3557105;Votuporanga;SP;83;81;"51,5457";"1,9618";"40,779";"1,643";"1,7227";2;
2017;21;ARQUITETURA E URBANISMO;227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;Universidade;Privada sem fins lucrativos;5956;Educação Presencial;3548500;Santos;SP;86;76;"57,5447";"2,8507";"49,1276";"2,6812";"2,7235";3;
2017;21;ARQUITETURA E URBANISMO;240;UNIVERSIDADE SANTA ÚRSULA;USU;Universidade;Privada sem fins lucrativos;6116;Educação Presencial;3304557;Rio de Janeiro;RJ;83;72;"53,9333";"2,3156";"42,2528";"1,8263";"1,9486";3;
2017;21;ARQUITETURA E URBANISMO;265;FACULDADES INTEGRADAS DE OURINHOS;FIO;Faculdade;Privada sem fins lucrativos;82643;Educação Presencial;3534708;Ourinhos;SP;45;42;"54,019";"2,3283";"44,1619";"2,0637";"2,1298";3;
2017;21;ARQUITETURA E URBANISMO;266;UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;Universidade;Privada sem fins lucrativos;6422;Educação Presencial;3545803;Santa Bárbara d'Oeste;SP;63;55;"54,2982";"2,3697";"46,5073";"2,3553";"2,3589";3;
2017;21;ARQUITETURA E URBANISMO;269;FACULDADE FACCAT;FACCAT;Faculdade;Privada com fins lucrativos;100086;Educação Presencial;3555000;Tupã;SP;62;49;"44,4571";"0,9115";"39,8898";"1,5324";"1,3772";2;
2017;21;ARQUITETURA E URBANISMO;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Universidade;Privada sem fins lucrativos;68101;Educação Presencial;3541406;Presidente Prudente;SP;118;109;"51,2018";"1,9109";"44,7064";"2,1314";"2,0762";3;
2017;21;ARQUITETURA E URBANISMO;275;UNIVERSIDADE DO VALE DO PARAÍBA;UNIVAP;Universidade;Privada sem fins lucrativos;6574;Educação Presencial;3549904;São José dos Campos;SP;75;48;"54,2667";"2,365";"47,2167";"2,4435";"2,4239";3;
2017;21;ARQUITETURA E URBANISMO;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;96306;Educação Presencial;3304557;Rio de Janeiro;RJ;269;237;"51,008";"1,8822";"40,3017";"1,5836";"1,6583";2;
2017;21;ARQUITETURA E URBANISMO;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Universidade;Privada sem fins lucrativos;20107;Educação Presencial;4316808;Santa Cruz do Sul;RS;67;66;"56,0258";"2,6256";"52,4803";"3,0981";"2,98";4;
2017;21;ARQUITETURA E URBANISMO;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Universidade;Privada sem fins lucrativos;6816;Educação Presencial;4301602;Bagé;RS;26;25;"51,808";"2,0007";"38,836";"1,4014";"1,5512";2;
2017;21;ARQUITETURA E URBANISMO;298;UNIVERSIDADE PITÁGORAS UNOPAR;;Universidade;Privada com fins lucrativos;1190185;Educação Presencial;4113700;Londrina;PR;34;30;"47,9633";"1,431";"45,25";"2,199";"2,007";3;
2017;21;ARQUITETURA E URBANISMO;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;66254;Educação Presencial;3550308;São Paulo;SP;368;355;"47,0186";"1,291";"41,2341";"1,6996";"1,5974";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7273;Educação Presencial;3550308;São Paulo;SP;47;31;"53,0097";"2,1787";"44,6871";"2,129";"2,1414";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7302;Educação Presencial;3509502;Campinas;SP;103;81;"59,0827";"3,0786";"53,1074";"3,1761";"3,1517";4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;7305;Educação Presencial;3543402;Ribeirão Preto;SP;55;51;"52,098";"2,0437";"47,6059";"2,4919";"2,3799";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;19547;Educação Presencial;3547304;Santana de Parnaíba;SP;68;65;"48,8369";"1,5605";"42,8123";"1,8958";"1,812";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59612;Educação Presencial;3506003;Bauru;SP;47;46;"49,6065";"1,6745";"42,6326";"1,8735";"1,8237";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59688;Educação Presencial;3549904;São José dos Campos;SP;61;45;"59,0933";"3,0802";"53,3889";"3,2111";"3,1783";4;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;59713;Educação Presencial;3552205;Sorocaba;SP;63;62;"51,4355";"1,9455";"45,9274";"2,2832";"2,1988";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;60010;Educação Presencial;5300108;Brasília;DF;136;124;"49,9032";"1,7185";"41,6556";"1,752";"1,7436";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;60020;Educação Presencial;5208707;Goiânia;GO;217;190;"52,9658";"2,1722";"39,8916";"1,5326";"1,6925";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;75159;Educação Presencial;3550308;São Paulo;SP;40;37;"55,9541";"2,615";"46,1189";"2,307";"2,384";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;75996;Educação Presencial;3549805;São José do Rio Preto;SP;61;51;"54,4235";"2,3882";"45,549";"2,2361";"2,2742";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;115454;Educação Presencial;3550308;São Paulo;SP;135;109;"52,7743";"2,1439";"45,211";"2,1941";"2,1816";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1156001;Educação Presencial;3550308;São Paulo;SP;85;82;"53,9671";"2,3206";"49,2183";"2,6924";"2,5995";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1156002;Educação Presencial;3550308;São Paulo;SP;77;71;"53,4732";"2,2474";"45,2521";"2,1992";"2,2113";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1160943;Educação Presencial;3525904;Jundiaí;SP;72;66;"54,7152";"2,4315";"48,8303";"2,6442";"2,591";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1160999;Educação Presencial;3548500;Santos;SP;68;63;"46,2524";"1,1775";"39,1651";"1,4423";"1,3761";2;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1161030;Educação Presencial;3502804;Araçatuba;SP;41;38;"57,2763";"2,8109";"42,6421";"1,8747";"2,1087";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;1258833;Educação Presencial;3503208;Araraquara;SP;16;15;"52,0933";"2,043";"51,4333";"2,9679";"2,7366";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;5000428;Educação Presencial;3504008;Assis;SP;46;43;"55,8721";"2,6029";"48,1953";"2,5652";"2,5746";3;
2017;21;ARQUITETURA E URBANISMO;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada com fins lucrativos;5000431;Educação Presencial;3526902;Limeira;SP;50;34;"53,1765";"2,2035";"49,5971";"2,7395";"2,6055";3;
2017;21;ARQUITETURA E URBANISMO;337;CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA;CES/JF;Faculdade;Privada sem fins lucrativos;86577;Educação Presencial;3136702;Juiz de Fora;MG;76;69;"52,5884";"2,1163";"48,8072";"2,6413";"2,5101";3;
2017;21;ARQUITETURA E URBANISMO;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;7515;Educação Presencial;3106200;Belo Horizonte;MG;173;168;"57,3589";"2,8232";"55,9601";"3,5308";"3,3539";4;
2017;21;ARQUITETURA E URBANISMO;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Universidade;Privada sem fins lucrativos;18588;Educação Presencial;3151800;Poços de Caldas;MG;133;131;"56,3748";"2,6774";"43,213";"1,9457";"2,1286";3;
2017;21;ARQUITETURA E URBANISMO;343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;Centro Universitário;Privada com fins lucrativos;1113670;Educação Presencial;3106200;Belo Horizonte;MG;80;73;"53,7479";"2,2881";"47,7685";"2,5121";"2,4561";3;
2017;21;ARQUITETURA E URBANISMO;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada com fins lucrativos;93392;Educação Presencial;3106200;Belo Horizonte;MG;83;79;"55,6291";"2,5669";"51,5278";"2,9796";"2,8764";3;
2017;21;ARQUITETURA E URBANISMO;344;CENTRO UNIVERSITÁRIO UNA;UNA;Centro Universitário;Privada com fins lucrativos;1314241;Educação Presencial;3106200;Belo Horizonte;MG;1;0;;;;;;SC;
2017;21;ARQUITETURA E URBANISMO;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;Centro Universitário;Privada com fins lucrativos;55439;Educação Presencial;3106200;Belo Horizonte;MG;148;134;"52,6284";"2,1222";"52,2664";"3,0715";"2,8342";3;
2017;21;ARQUITETURA E URBANISMO;352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Centro Universitário;Privada com fins lucrativos;38551;Educação Presencial;2507507;João Pessoa;PB;145;131;"48,6496";"1,5327";"44,2809";"2,0785";"1,942";2;
2017;21;ARQUITETURA E URBANISMO;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada com fins lucrativos;19210;Educação Presencial;4106902;Curitiba;PR;63;59;"59,8627";"3,1942";"52,3136";"3,0773";"3,1065";4;
2017;21;ARQUITETURA E URBANISMO;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;Centro Universitário;Privada com fins lucrativos;1167959;Educação Presencial;3550308;São Paulo;SP;16;11;"49,9273";"1,722";"38,6909";"1,3833";"1,468";2;
2017;21;ARQUITETURA E URBANISMO;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;;Centro Universitário;Privada com fins lucrativos;1167967;Educação Presencial;3550308;São Paulo;SP;33;23;"53,9913";"2,3242";"45,8913";"2,2787";"2,2901";3;
2017;21;ARQUITETURA E URBANISMO;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Universidade;Privada com fins lucrativos;8062;Educação Presencial;1501402;Belém;PA;137;119;"54,6815";"2,4265";"45,0034";"2,1683";"2,2328";3;
2017;21;ARQUITETURA E URBANISMO;384;CENTRO UNIVERSITÁRIO DE ANÁPOLIS;UNIEVANGÉLICA;Centro Universitário;Privada sem fins lucrativos;1107921;Educação Presencial;5201108;Anápolis;GO;101;94;"54,0074";"2,3266";"46,3053";"2,3302";"2,3293";3;
2017;21;ARQUITETURA E URBANISMO;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;20575;Educação Presencial;2927408;Salvador;BA;256;226;"56,0389";"2,6276";"48,6513";"2,6219";"2,6233";3;
2017;21;ARQUITETURA E URBANISMO;386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNI-ANHANGÜERA;Centro Universitário;Privada com fins lucrativos;1190126;Educação Presencial;5208707;Goiânia;GO;79;70;"50,6129";"1,8236";"42,6671";"1,8778";"1,8642";2;
2017;21;ARQUITETURA E URBANISMO;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Universidade;Privada sem fins lucrativos;1168245;Educação Presencial;5002704;Campo Grande;MS;89;73;"51,1521";"1,9035";"42,5411";"1,8621";"1,8725";2;
2017;21;ARQUITETURA E URBANISMO;396;FACULDADE RUY BARBOSA WYDEN;FRB WYDEN;Faculdade;Privada com fins lucrativos;1070583;Educação Presencial;2927408;Salvador;BA;96;86;"50,343";"1,7836";"41,8698";"1,7786";"1,7799";2;
