Ano;Codigo da Area;Area de Avaliacao;Grau Academico;Codigo da IES;Nome da IES*;Sigla da IES*;Organizacao Academica;Categoria Administrativa;Codigo do Curso;Modalidade de Ensino;Codigo do Municipio**;Municipio do Curso**;Sigla da UF** ;NUMERO de Concluintes Inscritos;NUMERO  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Continuo);Conceito Enade (Faixa);Observacao
2021;1402;FISICA ;Licenciatura;600;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO";IFMA;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103313;Educacao Presencial;2109908;Santa Ines;MA;19;16;"39,856";"2,579";"39,118";"2,234";"2,32";3;
2021;1402;FISICA ;Licenciatura;600;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO";IFMA;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1189820;Educacao Presencial;2111102;Sao Joao dos Patos;MA;9;8;"35,9";"2,099";"34,462";"1,767";"1,85";2;
2021;1402;FISICA ;Licenciatura;601;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL";IFRS;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;121478;Educacao Presencial;4302105;Bento Goncalves;RS;8;8;"36,062";"2,118";"47,475";"3,072";"2,834";3;
2021;1402;FISICA ;Licenciatura;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Publica Federal;14997;Educacao Presencial;4304663;Capao do Leao;RS;6;5;"43,04";"2,965";"44,88";"2,812";"2,85";3;
2021;1402;FISICA ;Licenciatura;665;UNIVERSIDADE DE TAUBATE;UNITAU;Universidade;Publica Municipal;1363208;Educacao a Distancia;3554102;Taubate;SP;21;10;"51,09";"3,942";"48,62";"3,187";"3,376";4;
2021;1402;FISICA ;Licenciatura;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Publica Estadual;49517;Educacao Presencial;2933307;Vitoria da Conquista;BA;16;7;"38,442";"2,407";"36,942";"2,016";"2,114";3;
2021;1402;FISICA ;Licenciatura;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Publica Estadual;1168149;Educacao Presencial;2916401;Itapetinga;BA;6;5;"47,26";"3,477";"43,62";"2,686";"2,884";3;
2021;1402;FISICA ;Licenciatura;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Publica Federal;15832;Educacao Presencial;5002704;Campo Grande;MS;16;15;"40,306";"2,633";"47,473";"3,072";"2,963";4;
2021;1402;FISICA ;Licenciatura;699;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;Universidade;Publica Federal;16011;Educacao Presencial;1100122;Ji-Parana;RO;21;12;"20,25";"0,2";"25,575";"0,876";"0,707";1;
2021;1402;FISICA ;Licenciatura;699;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;Universidade;Publica Federal;100289;Educacao Presencial;1100205;Porto Velho;RO;6;5;"29,58";"1,332";"38,98";"2,22";"1,998";3;
2021;1402;FISICA ;Licenciatura;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Universidade;Publica Estadual;16408;Educacao Presencial;4119905;Ponta Grossa;PR;11;0;;;;;;SC;
2021;1402;FISICA ;Licenciatura;746;UNIVERSIDADE REGIONAL DO CARIRI;URCA;Universidade;Publica Estadual;112136;Educacao Presencial;2307304;Juazeiro do Norte;CE;18;18;"27,455";"1,074";"31,394";"1,459";"1,363";2;
2021;1402;FISICA ;Licenciatura;756;UNIVERSIDADE ESTADUAL DO PIAUI;UESPI;Universidade;Publica Estadual;19084;Educacao Presencial;2211001;Teresina;PI;21;19;"32,826";"1,726";"39,021";"2,224";"2,1";3;
2021;1402;FISICA ;Licenciatura;756;UNIVERSIDADE ESTADUAL DO PIAUI;UESPI;Universidade;Publica Estadual;1189709;Educacao Presencial;2208403;Piripiri;PI;38;29;"30,065";"1,391";"31,651";"1,485";"1,462";2;
2021;1402;FISICA ;Licenciatura;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Universidade;Publica Federal;16895;Educacao Presencial;1400100;Boa Vista;RR;5;5;"29,96";"1,378";"36,78";2;"1,844";2;
2021;1402;FISICA ;Licenciatura;830;UNIVERSIDADE FEDERAL DO AMAPA;UNIFAP;Universidade;Publica Federal;81453;Educacao Presencial;1600303;Macapa;AP;8;3;"20,633";"0,246";"40,8";"2,403";"1,864";2;
2021;1402;FISICA ;Licenciatura;953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Universidade;Privada sem fins lucrativos;100736;Educacao a Distancia;3548500;Santos;SP;16;11;"39,236";"2,504";"39,572";"2,28";"2,336";3;
2021;1402;FISICA ;Licenciatura;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;Universidade;Publica Estadual;21579;Educacao Presencial;3301009;Campos dos Goytacazes;RJ;3;2;"47,45";"3,5";"62,3";"4,559";"4,295";5;
2021;1402;FISICA ;Licenciatura;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Universidade;Publica Estadual;105928;Educacao Presencial;5003702;Dourados;MS;21;17;"35,17";"2,01";"36,658";"1,987";"1,993";3;
2021;1402;FISICA ;Licenciatura;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Publica Estadual;1161250;Educacao Presencial;3147907;Passos;MG;10;9;"26,066";"0,906";"29,788";"1,298";"1,2";2;
2021;1402;FISICA ;Licenciatura;1082;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";IFRN;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;60930;Educacao Presencial;2408102;Natal;RN;19;17;"37,241";"2,261";"37,652";"2,087";"2,131";3;
2021;1402;FISICA ;Licenciatura;1082;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";IFRN;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;123766;Educacao Presencial;2402006;Caico;RN;11;8;"44,462";"3,138";"42,412";"2,565";"2,708";3;
2021;1402;FISICA ;Licenciatura;1082;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";IFRN;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;123775;Educacao Presencial;2405801;Joao Camara;RN;20;18;"34,25";"1,899";"33,305";"1,651";"1,713";2;
2021;1402;FISICA ;Licenciatura;1082;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";IFRN;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;123782;Educacao Presencial;2411205;Santa Cruz;RN;19;18;"33,511";"1,809";"33,672";"1,688";"1,718";2;
2021;1402;FISICA ;Licenciatura;1120;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FLUMINENSE";IF Fluminense;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1158921;Educacao Presencial;3300704;Cabo Frio;RJ;7;6;"33,783";"1,842";"53,55";"3,682";"3,222";4;
2021;1402;FISICA ;Licenciatura;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Universidade;Publica Estadual;60895;Educacao Presencial;4109401;Guarapuava;PR;23;21;"42,895";"2,948";"45,028";"2,827";"2,857";3;
2021;1402;FISICA ;Licenciatura;1166;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DA PARAIBA";IFPB;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1188374;Educacao Presencial;2504009;Campina Grande;PB;29;25;"27,964";"1,136";"29,476";"1,267";"1,234";2;
2021;1402;FISICA ;Licenciatura;1273;Centro Universitario Campo Limpo Paulista; UNIFACCAMP;Centro Universitario;Privada com fins lucrativos;95121;Educacao Presencial;3509601;Campo Limpo Paulista;SP;37;10;"24,68";"0,737";"25,93";"0,911";"0,868";1;
2021;1402;FISICA ;Licenciatura;1472;CENTRO UNIVERSITARIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitario;Privada com fins lucrativos;1375365;Educacao a Distancia;4207502;Indaial;SC;25;5;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;1402;FISICA ;Licenciatura;1491;CENTRO UNIVERSITARIO INTERNACIONAL;UNINTER;Centro Universitario;Privada com fins lucrativos;1458716;Educacao a Distancia;4106902;Curitiba;PR;44;36;"32,311";"1,663";"36,28";"1,95";"1,878";2;
2021;1402;FISICA ;Licenciatura;1578;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-GRANDENSE";IFSul;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1126731;Educacao Presencial;4314407;Pelotas;RS;8;7;"37,885";"2,34";"28,6";"1,179";"1,469";2;
2021;1402;FISICA ;Licenciatura;1640;CENTRO UNIVERSITARIO AGES;UniAGES;Centro Universitario;Privada com fins lucrativos;1203173;Educacao Presencial;2923803;Paripiranga;BA;2;2;"42,2";"2,863";"53,4";"3,667";"3,466";4;
2021;1402;FISICA ;Licenciatura;1658;CENTRO UNIVERSITARIO DA GRANDE FORTALEZA;UNIGRANDE;Centro Universitario;Privada com fins lucrativos;75598;Educacao a Distancia;2304400;Fortaleza;CE;4;2;"50,6";"3,882";"40,95";"2,418";"2,784";3;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;63381;Educacao Presencial;2304400;Fortaleza;CE;35;27;"39,844";"2,577";"40,459";"2,369";"2,421";3;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1127582;Educacao Presencial;2313401;Tiangua;CE;38;30;"29,053";"1,268";"36,75";"1,997";"1,814";2;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1128229;Educacao Presencial;2312908;Sobral;CE;16;14;"30,535";"1,448";"32,214";"1,542";"1,518";2;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1292731;Educacao Presencial;2304103;Crateus;CE;12;10;"49,21";"3,714";"43,57";"2,681";"2,939";3;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1399546;Educacao Presencial;2303808;Cedro;CE;3;2;"55,65";"4,495";"41,25";"2,448";"2,96";4;
2021;1402;FISICA ;Licenciatura;1807;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA";IFCE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;5000136;Educacao Presencial;2300200;Acarau;CE;48;44;"36,49";"2,17";"35,959";"1,917";"1,981";3;
2021;1402;FISICA ;Licenciatura;1808;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO";IFES;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1127924;Educacao Presencial;3201308;Cariacica;ES;22;19;"41,715";"2,804";"41,278";"2,451";"2,539";3;
2021;1402;FISICA ;Licenciatura;1809;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PERNAMBUCO";IFPE;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1122775;Educacao Presencial;2610905;Pesqueira;PE;21;18;"34,538";"1,934";"34,566";"1,778";"1,817";2;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;48237;Educacao Presencial;3550308;Sao Paulo;SP;30;28;"40,553";"2,663";"44,607";"2,785";"2,754";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1116850;Educacao Presencial;3522307;Itapetininga;SP;11;10;"41,69";"2,801";"40,11";"2,334";"2,451";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1188343;Educacao Presencial;3506508;Birigui;SP;16;15;"43,7";"3,045";"38,393";"2,161";"2,382";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1188344;Educacao Presencial;3538709;Piracicaba;SP;15;13;"31,384";"1,551";"36,53";"1,975";"1,869";2;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1260299;Educacao Presencial;3557105;Votuporanga;SP;15;15;"32,586";"1,697";"45,7";"2,894";"2,595";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1341006;Educacao Presencial;3542602;Registro;SP;16;15;"44,753";"3,173";"40,48";"2,371";"2,571";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1366966;Educacao Presencial;3510500;Caraguatatuba;SP;27;25;"44,484";"3,14";"44,912";"2,815";"2,897";3;
2021;1402;FISICA ;Licenciatura;1810;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO";IFSP;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1377536;Educacao Presencial;3549102;Sao Joao da Boa Vista;SP;14;13;"34,2";"1,892";"30,492";"1,369";"1,5";2;
2021;1402;FISICA ;Licenciatura;1811;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS";IFG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;70460;Educacao Presencial;5211909;Jatai;GO;12;9;"38,577";"2,424";"32,355";"1,556";"1,773";2;
2021;1402;FISICA ;Licenciatura;1811;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS";IFG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1191219;Educacao Presencial;5208707;Goiania;GO;20;18;"35,322";"2,029";"36,733";"1,995";"2,003";3;
2021;1402;FISICA ;Licenciatura;1812;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO AMAZONAS";IFAM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1330011;Educacao a Distancia;1302603;Manaus;AM;38;31;"24,09";"0,666";"21,135";"0,43";"0,489";1;
2021;1402;FISICA ;Licenciatura;1812;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DO AMAZONAS";IFAM;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;5000492;Educacao Presencial;1302603;Manaus;AM;24;17;"40,27";"2,629";"32,364";"1,557";"1,825";2;
2021;1402;FISICA ;Licenciatura;1813;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARA";IFPA;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;48287;Educacao Presencial;1501402;Belem;PA;17;0;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;1402;FISICA ;Licenciatura;1813;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARA";IFPA;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103421;Educacao Presencial;1501709;Braganca;PA;35;0;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;63055;Educacao Presencial;2211001;Teresina;PI;39;31;"36,506";"2,172";"34,622";"1,783";"1,88";2;
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103809;Educacao Presencial;2207702;Parnaiba;PI;24;21;"34,333";"1,909";"41,328";"2,456";"2,319";3;
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103900;Educacao Presencial;2208007;Picos;PI;32;31;"31,093";"1,515";"31,858";"1,506";"1,508";2;
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1126885;Educacao Presencial;2200608;Angical do Piaui;PI;20;16;"28,018";"1,142";"24,812";"0,799";"0,885";1;
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1375423;Educacao Presencial;2210607;Sao Raimundo Nonato;PI;11;11;"26,19";"0,921";"27,6";"1,079";"1,039";2;
2021;1402;FISICA ;Licenciatura;1820;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI";IFPI;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1375998;Educacao Presencial;2207009;Oeiras;PI;8;8;"40,125";"2,611";"37,25";"2,047";"2,188";3;
2021;1402;FISICA ;Licenciatura;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;99810;Educacao Presencial;2505105;Cuite;PB;11;8;"28,25";"1,17";"33,2";"1,641";"1,523";2;
2021;1402;FISICA ;Licenciatura;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;1152879;Educacao Presencial;2503704;Cajazeiras;PB;4;4;"37,225";"2,259";"44,025";"2,726";"2,61";3;
2021;1402;FISICA ;Licenciatura;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;1204358;Educacao Presencial;2504009;Campina Grande;PB;4;4;"28,75";"1,231";"31,175";"1,437";"1,386";2;
2021;1402;FISICA ;Licenciatura;3161;"Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano";IF Sertao;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;101858;Educacao Presencial;2611101;Petrolina;PE;19;17;"34,988";"1,988";"42,382";"2,562";"2,418";3;
2021;1402;FISICA ;Licenciatura;3161;"Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano";IF Sertao;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1126911;Educacao Presencial;2612208;Salgueiro;PE;25;23;"31,591";"1,576";"33,265";"1,647";"1,629";2;
2021;1402;FISICA ;Licenciatura;3161;"Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano";IF Sertao;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1399012;Educacao Presencial;2613909;Serra Talhada;PE;15;15;"35,74";"2,079";"38,753";"2,198";"2,168";3;
2021;1402;FISICA ;Licenciatura;3162;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DE SANTA CATARINA";IFSC;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1102818;Educacao Presencial;4201406;Ararangua;SC;8;7;"34,714";"1,955";"41,085";"2,432";"2,312";3;
2021;1402;FISICA ;Licenciatura;3162;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DE SANTA CATARINA";IFSC;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1102901;Educacao Presencial;4208906;Jaragua do Sul;SC;19;15;"48,2";"3,591";"44,573";"2,781";"2,984";4;
2021;1402;FISICA ;Licenciatura;3163;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO";IFRJ;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;67251;Educacao Presencial;3303203;Nilopolis;RJ;37;33;"43,13";"2,976";"43,281";"2,652";"2,733";3;
2021;1402;FISICA ;Licenciatura;3163;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO";IFRJ;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;121011;Educacao Presencial;3306305;Volta Redonda;RJ;15;14;"46,478";"3,382";"40,121";"2,335";"2,597";3;
2021;1402;FISICA ;Licenciatura;3164;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO GROSSO";IFMT;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;121537;Educacao Presencial;5106752;Pontes e Lacerda;MT;19;15;"28,28";"1,174";"24,86";"0,804";"0,896";1;
2021;1402;FISICA ;Licenciatura;3164;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MATO GROSSO";IFMT;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1342504;Educacao Presencial;5103353;Confresa;MT;13;10;"23,28";"0,567";"16,84";0;"0,141";1;
2021;1402;FISICA ;Licenciatura;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Publica Estadual;60764;Educacao Presencial;1304203;Tefe;AM;3;3;"27,566";"1,088";"19,2";"0,236";"0,449";1;
2021;1402;FISICA ;Licenciatura;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Publica Estadual;60766;Educacao Presencial;1303403;Parintins;AM;14;11;"30,663";"1,463";"29,772";"1,297";"1,338";2;
2021;1402;FISICA ;Licenciatura;3183;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SERGIPE";IFS;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1181132;Educacao Presencial;2803500;Lagarto;SE;14;14;"32,535";"1,69";"35,514";"1,873";"1,827";2;
2021;1402;FISICA ;Licenciatura;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;112692;Educacao Presencial;3135209;Januaria;MG;6;6;"32,3";"1,662";"30,333";"1,353";"1,43";2;
2021;1402;FISICA ;Licenciatura;3188;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS";IFNMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1102642;Educacao Presencial;3157005;Salinas;MG;14;14;"30,428";"1,435";"28,964";"1,216";"1,27";2;
2021;1402;FISICA ;Licenciatura;3189;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS";IFMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;116850;Educacao Presencial;3105103;Bambui;MG;6;5;"31,52";"1,567";"24,8";"0,798";"0,99";2;
2021;1402;FISICA ;Licenciatura;3189;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS";IFMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1117788;Educacao Presencial;3118007;Congonhas;MG;22;21;"37,39";"2,28";"34,419";"1,763";"1,892";2;
2021;1402;FISICA ;Licenciatura;3189;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS";IFMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;5000574;Educacao Presencial;3146107;Ouro Preto;MG;11;10;"36,12";"2,125";"34,88";"1,809";"1,888";2;
2021;1402;FISICA ;Licenciatura;3279;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS";IFSEMG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1103649;Educacao Presencial;3136702;Juiz de Fora;MG;12;10;"31,3";"1,541";"35,47";"1,868";"1,786";2;
2021;1402;FISICA ;Licenciatura;3368;CENTRO UNIVERSITARIO DO SUL DE MINAS;UNIS-MG;Centro Universitario;Privada sem fins lucrativos;100674;Educacao a Distancia;3170701;Varginha;MG;11;9;"36,166";"2,131";"32,133";"1,534";"1,683";2;
2021;1402;FISICA ;Licenciatura;3849;FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Publica Federal;1100878;Educacao Presencial;1702109;Araguaina;TO;11;9;"26,111";"0,911";"29,2";"1,239";"1,157";2;
2021;1402;FISICA ;Licenciatura;3849;FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Publica Federal;1135693;Educacao a Distancia;1721000;Palmas;TO;8;6;"18,6";0;"30,066";"1,326";"0,995";2;
2021;1402;FISICA ;Licenciatura;4098;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA";IFFarroupilha;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1168335;Educacao Presencial;4318002;Sao Borja;RS;8;7;"31,914";"1,615";"26,685";"0,987";"1,144";2;
2021;1402;FISICA ;Licenciatura;4503;UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA;UFRB;Universidade;Publica Federal;99132;Educacao Presencial;2901007;Amargosa;BA;8;8;"28,575";"1,21";"37,375";"2,059";"1,847";2;
2021;1402;FISICA ;Licenciatura;4504;FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;Universidade;Publica Federal;1258744;Educacao Presencial;5003702;Dourados;MS;4;4;"26,4";"0,946";"27,675";"1,086";"1,051";2;
2021;1402;FISICA ;Licenciatura;4785;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA;IFRO;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1182764;Educacao Presencial;1100205;Porto Velho;RO;14;13;"49,392";"3,736";"41,43";"2,466";"2,784";3;
