Ano;Codigo da Area;Area de Avaliacao;Grau Academico;Codigo da IES;Nome da IES*;Sigla da IES*;Organizacao Academica;Categoria Administrativa;Codigo do Curso;Modalidade de Ensino;Codigo do Municipio**;Municipio do Curso**;Sigla da UF** ;NUMERO de Concluintes Inscritos;NUMERO  de Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Continuo);Conceito Enade (Faixa);Observacao
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;584;UNIVERSIDADE FEDERAL DE GOIAS;UFG;Universidade;Publica Federal;1295548;Educacao Presencial;5208707;Goiania;GO;36;20;"43,615";"3,218";"45,2";"2,99";"3,047";4;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Publica Federal;14221;Educacao Presencial;4205407;Florianopolis;SC;82;38;"45,671";"3,159";"55,652";"3,846";"3,675";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Publica Federal;314221;Educacao Presencial;4205407;Florianopolis;SC;81;41;"43,482";"3,198";"49,482";"3,621";"3,515";4;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;Universidade;Publica Federal;14348;Educacao Presencial;3304557;Rio de Janeiro;RJ;45;39;"46,174";"3,23";"53,823";"3,61";"3,515";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;Universidade;Publica Federal;314348;Educacao Presencial;3304557;Rio de Janeiro;RJ;100;82;"42,631";"3,07";"45,987";"3,106";"3,097";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Universidade;Publica Federal;14513;Educacao Presencial;2611606;Recife;PE;76;57;"38,654";"2,469";"38,889";"2,06";"2,162";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;591;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;Universidade;Publica Federal;101274;Educacao Presencial;3518800;Guarulhos;SP;65;57;"45,666";"3,158";"59,056";"4,285";"4,004";5;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;591;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;Universidade;Publica Federal;401274;Educacao Presencial;3518800;Guarulhos;SP;49;38;"43,847";"3,253";"44,963";"2,955";"3,03";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;Universidade;Publica Federal;1108032;Educacao Presencial;3101607;Alfenas;MG;37;24;"36,845";"2,196";"36,316";"1,68";"1,809";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;Universidade;Publica Federal;1108041;Educacao Presencial;3101607;Alfenas;MG;16;14;"46,928";"3,338";"48,05";"2,866";"2,984";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Publica Federal;113739;Educacao Presencial;4314407;Pelotas;RS;20;14;"37,914";"2,358";"38,564";"2,012";"2,098";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Publica Federal;113743;Educacao Presencial;4314407;Pelotas;RS;29;27;"44,359";"2,972";"46,614";"2,681";"2,754";3;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;636;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;ESPM;Faculdade;Privada sem fins lucrativos;1284614;Educacao Presencial;3550308;Sao Paulo;SP;54;50;"38,006";"2,371";"36,892";"1,765";"1,917";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;665;UNIVERSIDADE DE TAUBATE;UNITAU;Universidade;Publica Municipal;1152593;Educacao a Distancia;3554102;Taubate;SP;8;5;"45,52";"3,137";"53,26";"3,538";"3,438";4;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;665;UNIVERSIDADE DE TAUBATE;UNITAU;Universidade;Publica Municipal;1385373;Educacao a Distancia;3554102;Taubate;SP;7;4;"35,975";"1,778";"37,125";"1,457";"1,538";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;671;UNIVERSIDADE ANHANGUERA;UNIDERP;Universidade;Privada com fins lucrativos;1382663;Educacao a Distancia;5002704;Campo Grande;MS;5;2;"32,1";"1,227";"44,85";"2,453";"2,147";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Publica Estadual;1214163;Educacao Presencial;2933307;Vitoria da Conquista;BA;34;30;"36,7";"1,882";"44,75";"2,441";"2,301";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;693;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;UNIRIO;Universidade;Publica Federal;1278733;Educacao Presencial;3304557;Rio de Janeiro;RJ;13;2;"55,05";"4,494";"58,65";"4,233";"4,298";5;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Publica Federal;21544;Educacao Presencial;5002704;Campo Grande;MS;16;9;"39,277";"2,563";"39,3";"2,12";"2,231";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Universidade;Publica Federal;121796;Educacao Presencial;5005707;Navirai;MS;27;17;"36,576";"1,864";"33,894";"1,041";"1,247";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;699;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;Universidade;Publica Federal;85458;Educacao Presencial;1100205;Porto Velho;RO;4;0;;;;;;SC;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;699;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;Universidade;Publica Federal;385458;Educacao Presencial;1100205;Porto Velho;RO;4;2;"49,4";"4,092";"30,85";"0,874";"1,679";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;746;UNIVERSIDADE REGIONAL DO CARIRI;URCA;Universidade;Publica Estadual;101241;Educacao Presencial;2304202;Crato;CE;22;21;"30,938";"1,061";"37,014";"1,443";"1,348";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;746;UNIVERSIDADE REGIONAL DO CARIRI;URCA;Universidade;Publica Estadual;401241;Educacao Presencial;2304202;Crato;CE;9;8;"28,675";"0,962";"30,475";"0,819";"0,855";1;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;756;UNIVERSIDADE ESTADUAL DO PIAUI;UESPI;Universidade;Publica Estadual;1214129;Educacao Presencial;2211001;Teresina;PI;44;37;"34,908";"1,627";"41,589";"2,033";"1,931";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;756;UNIVERSIDADE ESTADUAL DO PIAUI;UESPI;Universidade;Publica Estadual;1268562;Educacao Presencial;2207702;Parnaiba;PI;32;24;"31,458";"1,135";"35,533";"1,252";"1,223";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Universidade;Publica Federal;69747;Educacao Presencial;1400100;Boa Vista;RR;28;21;"29,366";"1,067";"24,914";0;"0,266";1;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;830;UNIVERSIDADE FEDERAL DO AMAPA;UNIFAP;Universidade;Publica Federal;20574;Educacao Presencial;1600303;Macapa;AP;11;8;"32,262";"1,25";"39,587";"1,775";"1,644";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;830;UNIVERSIDADE FEDERAL DO AMAPA;UNIFAP;Universidade;Publica Federal;320574;Educacao Presencial;1600303;Macapa;AP;3;2;"40,85";"2,801";"35,75";"1,597";"1,898";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Universidade;Privada sem fins lucrativos;100744;Educacao a Distancia;3548500;Santos;SP;12;11;"39,5";"2,28";"50,545";"3,188";"2,961";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;Universidade;Publica Estadual;38231;Educacao Presencial;3301009;Campos dos Goytacazes;RJ;4;3;"47,2";"3,76";"58,833";5;"4,69";5;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Universidade;Publica Estadual;113050;Educacao Presencial;5000609;Amambai;MS;27;15;"23,48";0;"25,82";0;0;1;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Universidade;Publica Estadual;123588;Educacao Presencial;5006309;Paranaiba;MS;8;7;"37,928";"2,057";"47,371";"2,779";"2,598";3;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Universidade;Publica Estadual;1265863;Educacao Presencial;5006309;Paranaiba;MS;5;2;"15,45";0;"32,05";"1,051";"0,788";1;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Publica Estadual;1185330;Educacao Presencial;3105608;Barbacena;MG;21;19;"42,226";"2,668";"51,215";"3,274";"3,123";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;1153;UNIVERSIDADE CANDIDO MENDES;UCAM;Universidade;Privada sem fins lucrativos;357162;Educacao Presencial;3304557;Rio de Janeiro;RJ;1;0;;;;;;SC;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1472;CENTRO UNIVERSITARIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitario;Privada com fins lucrativos;101772;Educacao a Distancia;4207502;Indaial;SC;31;19;"40,494";"2,422";"41,873";"2,07";"2,158";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1491;CENTRO UNIVERSITARIO INTERNACIONAL;UNINTER;Centro Universitario;Privada com fins lucrativos;1332837;Educacao a Distancia;4106902;Curitiba;PR;625;343;"35,82";"1,756";"42,672";"2,173";"2,069";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1811;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS";IFG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1191222;Educacao Presencial;5201108;Anapolis;GO;7;7;"39,257";"2,246";"43,585";"2,29";"2,279";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;1811;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS";IFG;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1262435;Educacao Presencial;5208004;Formosa;GO;33;24;"37,075";"1,935";"42,733";"2,18";"2,119";3;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;2409;CENTRO UNIVERSITARIO TABOSA DE ALMEIDA;ASCES-UNITA;Centro Universitario;Privada sem fins lucrativos;1322709;Educacao Presencial;2604106;Caruaru;PE;4;4;"40,425";"2,737";"32,725";"1,151";"1,547";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;13436;Educacao Presencial;2504009;Campina Grande;PB;4;4;"31,925";"1,202";"38,225";"1,599";"1,5";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;313436;Educacao Presencial;2504009;Campina Grande;PB;6;6;"53,016";"4,638";"47,166";"3,28";"3,619";4;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Publica Federal;1106595;Educacao Presencial;2516300;Sume;PB;23;17;"32,929";"1,345";"35,135";"1,201";"1,237";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;3614;Escola de Ciencias Sociais FGV CPDOC;FGV CPDOC;Faculdade;Privada sem fins lucrativos;83914;Educacao Presencial;3304557;Rio de Janeiro;RJ;13;11;"55,409";5;"52,3";"4,036";"4,277";5;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;3849;FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Publica Federal;110742;Educacao Presencial;1721208;Tocantinopolis;TO;19;12;"26,916";"0,489";"36,916";"1,43";"1,195";2;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;3849;FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS;UFT;Universidade;Publica Federal;1316022;Educacao Presencial;1718204;Porto Nacional;TO;10;10;"33,59";"1,704";"31,75";"1,007";"1,181";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;3984;FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO;UNIVASF;Universidade;Publica Federal;116922;Educacao Presencial;2918407;Juazeiro;BA;23;20;"38,43";"2,128";"45,555";"2,544";"2,44";3;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;3984;FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO;UNIVASF;Universidade;Publica Federal;416922;Educacao Presencial;2918407;Juazeiro;BA;28;23;"36,617";"2,162";"43,352";"2,717";"2,578";3;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;4503;UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA;UFRB;Universidade;Publica Federal;114989;Educacao Presencial;2904902;Cachoeira;BA;28;20;"33,56";"1,7";"30,25";"0,786";"1,015";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;4503;UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA;UFRB;Universidade;Publica Federal;1300456;Educacao Presencial;2904902;Cachoeira;BA;9;7;"43,528";"2,854";"57,014";"4,022";"3,73";4;
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;4504;FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;Universidade;Publica Federal;95731;Educacao Presencial;5003702;Dourados;MS;13;6;"38,733";"2,481";"34,25";"1,376";"1,652";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;4504;FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;Universidade;Publica Federal;1174683;Educacao Presencial;5003702;Dourados;MS;13;10;"33,17";"1,379";"44,6";"2,421";"2,161";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;14724;"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA";IFPR;"Instituto Federal de Educacao, Ciencia e Tecnologia";Publica Federal;1167962;Educacao Presencial;4118204;Paranagua;PR;27;17;"43,982";"2,918";"43,852";"2,325";"2,473";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;15121;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;Universidade;Publica Federal;5000407;Educacao Presencial;4204202;Chapeco;SC;40;29;"41,444";"2,557";"51,675";"3,334";"3,139";4;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;15121;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;Universidade;Publica Federal;5000408;Educacao Presencial;4307005;Erechim;RS;22;11;"39,681";"2,306";"45,563";"2,545";"2,486";3;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;15497;UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;UNILAB;Universidade;Publica Federal;1272864;Educacao Presencial;2311603;Redencao;CE;75;55;"30,921";"1,059";"35,078";"1,193";"1,16";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;15497;UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;UNILAB;Universidade;Publica Federal;1388352;Educacao Presencial;2929206;Sao Francisco do Conde;BA;24;18;"27,794";"0,614";"35,05";"1,19";"1,046";2;
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;18440;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA;UNIFESSPA;Universidade;Publica Federal;12082;Educacao Presencial;1504208;Maraba;PA;18;0;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;5401;CIENCIAS SOCIAIS ;Bacharelado;18440;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA;UNIFESSPA;Universidade;Publica Federal;1191238;Educacao Presencial;1504208;Maraba;PA;22;0;;;;;;;Curso para o qual estatisticamente nao foi possivel calcular o indicador
2021;5402;CIENCIAS SOCIAIS ;Licenciatura;25274;UNIVERSIDADE FEDERAL DE CATALAO;UFCAT;Universidade;Publica Federal;121702;Educacao Presencial;5205109;Catalao;GO;1;1;;;;;;SC;
2021;26;DESIGN;Bacharelado;2;UNIVERSIDADE DE BRASILIA;UNB;Universidade;Publica Federal;26978;Educacao Presencial;5300108;Brasilia;DF;20;15;"55,593";5;"58,893";"4,853";"4,89";5;
2021;26;DESIGN;Bacharelado;2;UNIVERSIDADE DE BRASILIA;UNB;Universidade;Publica Federal;34992;Educacao Presencial;5300108;Brasilia;DF;55;52;"55,567";"4,995";"59,571";5;"4,998";5;
2021;26;DESIGN;Bacharelado;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Universidade;Publica Federal;1108064;Educacao Presencial;2806701;Sao Cristovao;SE;39;36;"44,072";"3,11";"49,822";"2,895";"2,949";4;
2021;26;DESIGN;Bacharelado;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Publica Federal;116832;Educacao Presencial;1302603;Manaus;AM;63;52;"42,838";"2,908";"53,326";"3,652";"3,466";4;
2021;26;DESIGN;Bacharelado;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Universidade;Publica Estadual;92117;Educacao Presencial;4113700;Londrina;PR;38;33;"48,939";"3,908";"55,651";"4,153";"4,092";5;
2021;26;DESIGN;Bacharelado;10;PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA;PUCPR;Universidade;Privada sem fins lucrativos;1419969;Educacao Presencial;4106902;Curitiba;PR;159;146;"44,796";"3,229";"49,096";"2,738";"2,861";3;
2021;26;DESIGN;Bacharelado;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1105331;Educacao Presencial;4305108;Caxias do Sul;RS;33;25;"42,32";"2,823";"48,256";"2,557";"2,623";3;
2021;26;DESIGN;Bacharelado;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Universidade;Privada sem fins lucrativos;1107981;Educacao Presencial;4302105;Bento Goncalves;RS;11;10;"41,31";"2,657";"43,54";"1,539";"1,818";2;
2021;26;DESIGN;Bacharelado;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1116231;Educacao Presencial;4314902;Porto Alegre;RS;38;30;"44,01";"3,1";"47,666";"2,43";"2,597";3;
2021;26;DESIGN;Bacharelado;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Universidade;Privada sem fins lucrativos;1438642;Educacao Presencial;4318705;Sao Leopoldo;RS;5;5;"37,9";"2,098";"36,76";"0,075";"0,581";1;
2021;26;DESIGN;Bacharelado;17;UNIVERSIDADE FEDERAL DE UBERLANDIA;UFU;Universidade;Publica Federal;102935;Educacao Presencial;3170206;Uberlandia;MG;65;45;"46,84";"3,564";"49,084";"2,736";"2,943";3;
2021;26;DESIGN;Bacharelado;21;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO GRANDE DO SUL;PUCRS;Universidade;Privada sem fins lucrativos;1365725;Educacao Presencial;4314902;Porto Alegre;RS;47;41;"50,726";"4,202";"51,273";"3,208";"3,456";4;
2021;26;DESIGN;Bacharelado;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Universidade;Privada sem fins lucrativos;2019;Educacao Presencial;3550308;Sao Paulo;SP;53;47;"45,746";"3,385";"51,446";"3,246";"3,28";4;
2021;26;DESIGN;Bacharelado;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;39663;Educacao Presencial;4313409;Novo Hamburgo;RS;47;39;"37,43";"2,021";"48,574";"2,626";"2,474";3;
2021;26;DESIGN;Bacharelado;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Universidade;Publica Estadual;2450;Educacao Presencial;2927408;Salvador;BA;41;33;"47,396";"3,656";"50,321";"3,003";"3,166";4;
2021;26;DESIGN;Bacharelado;57;UNIVERSIDADE ESTADUAL DE MARINGA;UEM;Universidade;Publica Estadual;58184;Educacao Presencial;4105508;Cianorte;PR;4;0;;;;;;SC;
2021;26;DESIGN;Bacharelado;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Universidade;Publica Municipal;64650;Educacao Presencial;4202404;Blumenau;SC;34;30;"42,38";"2,833";"45,89";"2,046";"2,243";3;
2021;26;DESIGN;Bacharelado;81;UNIVERSIDADE DA REGIAO DE JOINVILLE;UNIVILLE;Universidade;Privada sem fins lucrativos;17943;Educacao Presencial;4209102;Joinville;SC;55;49;"49,367";"3,979";"50,848";"3,117";"3,332";4;
2021;26;DESIGN;Bacharelado;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;51987;Educacao Presencial;4219309;Videira;SC;16;15;"40,093";"2,458";"45,72";"2,009";"2,121";3;
2021;26;DESIGN;Bacharelado;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Privada sem fins lucrativos;1166898;Educacao Presencial;4212908;Pinhalzinho;SC;16;16;"37,818";"2,085";"46,793";"2,241";"2,202";3;
2021;26;DESIGN;Bacharelado;83;UNIVERSIDADE DO VALE DO ITAJAI;UNIVALI;Universidade;Privada sem fins lucrativos;1259274;Educacao Presencial;4202008;Balneario Camboriu;SC;9;8;"40,475";"2,521";"45,262";"1,911";"2,063";3;
2021;26;DESIGN;Bacharelado;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Universidade;Privada sem fins lucrativos;110318;Educacao Presencial;3503208;Araraquara;SP;40;34;"37,664";"2,06";"38,035";"0,35";"0,778";1;
2021;26;DESIGN;Bacharelado;137;CENTRO UNIVERSITARIO SAGRADO CORACAO;UNISAGRADO;Centro Universitario;Privada sem fins lucrativos;1149328;Educacao Presencial;3506003;Bauru;SP;44;35;"45,68";"3,374";"50,105";"2,956";"3,061";4;
2021;26;DESIGN;Bacharelado;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;115246;Educacao Presencial;3552205;Sorocaba;SP;51;45;"41,715";"2,724";"48,373";"2,582";"2,618";3;
2021;26;DESIGN;Bacharelado;163;UNIVERSIDADE ESTACIO DE SA;UNESA;Universidade;Privada com fins lucrativos;4958;Educacao Presencial;3304557;Rio de Janeiro;RJ;26;18;"33,466";"1,371";"49,522";"2,83";"2,465";3;
2021;26;DESIGN;Bacharelado;203;UNIVERSIDADE SAO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;5492;Educacao Presencial;3550308;Sao Paulo;SP;40;38;"43,905";"3,083";"47,581";"2,411";"2,579";3;
2021;26;DESIGN;Bacharelado;203;UNIVERSIDADE SAO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1420115;Educacao Presencial;3550308;Sao Paulo;SP;9;7;"43,842";"3,073";"42,671";"1,351";"1,782";2;
2021;26;DESIGN;Bacharelado;203;UNIVERSIDADE SAO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1420136;Educacao Presencial;3550308;Sao Paulo;SP;56;50;"42,054";"2,779";"47,716";"2,44";"2,525";3;
2021;26;DESIGN;Bacharelado;203;UNIVERSIDADE SAO JUDAS TADEU;USJT;Universidade;Privada com fins lucrativos;1474132;Educacao Presencial;3550308;Sao Paulo;SP;8;8;"46,775";"3,554";"48,775";"2,669";"2,89";3;
2021;26;DESIGN;Bacharelado;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;1327343;Educacao Presencial;3550308;Sao Paulo;SP;192;154;"35,242";"1,663";"43,088";"1,441";"1,497";2;
2021;26;DESIGN;Bacharelado;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;1330710;Educacao Presencial;3550308;Sao Paulo;SP;43;33;"29,321";"0,692";"44,866";"1,825";"1,542";2;
2021;26;DESIGN;Bacharelado;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;1399304;Educacao Presencial;3550308;Sao Paulo;SP;50;42;"31,707";"1,083";"38,311";"0,41";"0,578";1;
2021;26;DESIGN;Bacharelado;349;CENTRO UNIVERSITARIO DE BELO HORIZONTE;UNI-BH;Centro Universitario;Privada com fins lucrativos;1203328;Educacao Presencial;3106200;Belo Horizonte;MG;51;38;"41,663";"2,715";"45,947";"2,058";"2,223";3;
2021;26;DESIGN;Bacharelado;370;FACULDADE PAULISTA DE ARTES;FPA;Faculdade;Privada sem fins lucrativos;7914;Educacao Presencial;3550308;Sao Paulo;SP;7;7;"44,471";"3,176";"50,385";"3,017";"3,056";4;
2021;26;DESIGN;Bacharelado;376;CENTRO UNIVERSITARIO ANHANGUERA DE SAO PAULO;;Centro Universitario;Privada com fins lucrativos;1107563;Educacao Presencial;3550308;Sao Paulo;SP;19;13;"35,515";"1,707";"48,984";"2,714";"2,462";3;
2021;26;DESIGN;Bacharelado;385;UNIVERSIDADE SALVADOR;UNIFACS;Universidade;Privada com fins lucrativos;39502;Educacao Presencial;2927408;Salvador;BA;76;50;"42,982";"2,932";"46,868";"2,257";"2,426";3;
2021;26;DESIGN;Bacharelado;403;UNIVERSIDADE CATOLICA DE BRASILIA;UCB;Universidade;Privada sem fins lucrativos;1445502;Educacao Presencial;5300108;Brasilia;DF;7;6;"51,95";"4,402";"55,183";"4,052";"4,14";5;
2021;26;DESIGN;Bacharelado;426;UNIVERSIDADE FRANCISCANA;UFN;Universidade;Privada sem fins lucrativos;30488;Educacao Presencial;4316907;Santa Maria;RS;6;6;"41,6";"2,705";"58,966";"4,869";"4,328";5;
2021;26;DESIGN;Bacharelado;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada com fins lucrativos;72840;Educacao Presencial;4304606;Canoas;RS;23;19;"35,752";"1,746";"48,789";"2,672";"2,441";3;
2021;26;DESIGN;Bacharelado;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Privada com fins lucrativos;84015;Educacao Presencial;4304705;Carazinho;RS;18;15;"32,726";"1,25";"40,14";"0,805";"0,916";1;
2021;26;DESIGN;Bacharelado;457;UNIVERSIDADE ANHANGUERA DE SAO PAULO;UNIAN - SP;Universidade;Privada com fins lucrativos;44883;Educacao Presencial;3548708;Sao Bernardo do Campo;SP;9;8;"39,275";"2,324";"43,85";"1,606";"1,785";2;
